id,uri,lemma,pos,morpho,principal_parts,prosody,validated
20744,c0872,catena,n,n-s---fn1-,caten,catena,1
20746,c0880,caterua,n,n-s---fn1-,cateru,caterua,1
20747,c0885,cathedra,n,n-s---fn1-,cathedr,cathedra,1
20749,c0894,catholicus,a,aps---mn1-,catholic catholic catholic,catholicus,1
20752,c0907,catocha,n,n-s---fn1-,catoch,catocha,1
20719,c0767,castellum,n,n-s---nn2-,castell,castellum,1
20753,c0759,cattus,n,n-s---mn2-,catt,cattus,1
20754,c0923,catulus,n,n-s---mn2-,catul,catulus,1
20757,c0976,caulis,n,n-s---mn3i,caul,caulis,1
20771,c0931,cauatio,n,n-s---fn3-,cauation,cauatio,1
20772,c0996,cauatura,n,n-s---fn1-,cauatur,cauatura,1
20756,c0935,cauda,n,n-s---fn1-,caud,cauda,1
20773,c0945,cauea,n,n-s---fn1-,caue,cauea,1
20775,c0962,cauillator,n,n-s---mn3-,cauillator,cauillator,1
20777,c0980,cauo,v,v1spia--1-,cau cauau cauat,cauo,1
20778,c0981,cauositas,n,n-s---fn3-,cauositat,cauositas,1
20758,c0982,caupo,n,n-s---mn3-,caupon,caupo,1
20760,c0995,causa,n,n-s---fn1-,caus,causa,1
20762,c1000,causatio,n,n-s---fn3-,causation,causatio,1
46113,46113,bouida,n,n-s---fn1-,bouid,bouida,0
20763,c1008,causidicus,n,n-s---mn2-,causidic,causidicus,1
20764,c1013,causticus,a,aps---mn1-,caustic caustic caustic,causticus,1
20720,20720,castigate,r,rp--------,,castigate,1
20766,c1015,cautela,n,n-s---fn1-,cautel,cautela,1
20768,c1022,cautio,n,n-s---fn3-,caution,cautio,1
20780,c1028,cauus,a,aps---mn1-,cau cau cau,cauus,1
20782,c1039,cedrus,n,n-s---fn2-,cedr,cedrus,1
20784,c1045,celebratio,n,n-s---fn3-,celebration,celebratio,1
20748,20748,catholice,r,rp--------,,catholice,1
20786,c1047,celebritas,n,n-s---fn3-,celebritat,celebritas,1
20787,c1049,celebro,v,v1spia--1-,celebr celebrau celebrat,celebro,1
20765,20765,caute,r,rp--------,caut,caute,1
20769,20769,cautus,a,aps---mn1-,caut caut caut,cautus,1
20779,20779,cauus,n,n-s---mn2-,cau,cauus,1
20785,20785,celebratus,a,aps---mn1-,celebrat celebrat celebrat,celebratus,1
20751,20751,Cato,n,n-s---mn3-,Caton,Cato,1
20718,20718,caste,r,rp--------,cast,caste,1
46092,b0164,belua,n,n-s---fn1-,belu,belua,0
46087,c0256,callim,r,rp--------,,callim,0
20832,c1274,certo,v,v1spia--1-,cert - certat,certo,1
20821,c1233,cereus,a,aps---mn1-,cere cere cere,cereus,1
20827,c1268,certator,n,n-s---mn3-,certator,certator,1
20831,c1273,certitudo,n,n-s---fn3-,certitudin,certitudo,1
20824,c1252,ceroma,n,n-s---nn3-,ceromat,ceroma,1
20834,c1275,certus,a,aps---mn1-,cert cert cert,certus,1
20840,c1286,ceruicula,n,n-s---fn1-,ceruicul,ceruicula,1
20843,c1296,ceryx,n,n-s---mn3-,ceric,ceryx,1
20795,c1067,cella,n,n-s---fn1-,cell,cella,1
20796,c1078,celo,v,v1spia--1-,cel celau celat,celo,1
20797,c1084,celsitudo,n,n-s---fn3-,celsitudin,celsitudo,1
20798,c1089,cena,n,n-s---fn1-,cen,cena,1
20800,c1119,censeo,v,v1spia--2-,cens censu censit,censeo,1
20801,c1122,censitio,n,n-s---fn3-,censition,censitio,1
20802,c1123,censor,n,n-s---mn3-,censor,censor,1
20803,c1125,censorius,a,aps---mn1-,censori censori censori,censorius,1
20804,c1118,censura,n,n-s---fn1-,censur,censura,1
20805,c1130,census,n,n-s---mn4-,cens,census,1
20807,c1145,centipeda,n,n-s---fn1-,centiped,centipeda,1
20808,c1147,centipellio,n,n-s---mn3-,centipellion,centipellio,1
46135,p3361,praetempto,v,v1spia--1-,praetempt praetemptau praetemptat,praetempto,0
20812,c1197,cera,n,n-s---fn1-,cer,cera,1
20813,c1204,cerasium,n,n-s---nn2-,cerasi,cerasium,1
20815,c1206,cerasus,n,n-s---fn2-,ceras,cerasus,1
20816,c1213,ceratium,n,n-s---nn2-,cerati,ceratium,1
20817,c1225,cerdo,n,n-s---mn3-,cerdon,cerdo,1
20818,c1228,cerebellum,n,n-s---nn2-,cerebell,cerebellum,1
119954,119954,orsorius,a,aps---mn1-,orsori orsori orsori,orsorius,0
20794,20794,celeusma,n,n-s---nn3-,celeusmat,celeusma,1
20822,c1244,cerno,v,v1spia--3-,cern creu cret,cerno,1
20823,c1249,cernuus,n,n-s---mn2-,cernu,cernuus,1
20825,c1262,cerrus,n,n-s---fn2-,cerr,cerrus,1
20811,20811,cephalalgia,n,n-s---fn1-,cephalalgi,cephalalgia,1
20826,c1264,certamen,n,n-s---nn3-,certamin,certamen,1
20791,c1055,celeritas,n,n-s---fn3-,celeritat,celeritas,1
20828,c1310,certatus,n,n-s---mn4-,certat,certatus,1
20852,20852,Chaos,n,n-s---nn2-,-,Chaos,0
20842,c2004,ceruus,n,n-s---mn2-,ceru,ceruus,1
119955,119955,orsus,a,aps---mn1-,ors ors ors,orsus,0
20809,c1158,centrum,n,n-s---nn2-,centr,centrum,1
20836,c1997,cerua,n,n-s---fn1-,ceru,cerua,1
20829,20829,certe,r,rp--------,cert,certe,1
20793,c1059,celero,v,v1spia--1-,celer celerau celerat,celero,1
20841,c1289,ceruix,n,n-s---fn3-,ceruic,ceruix,1
20851,c1362,chamaeleon,n,n-s---mn3-,chamaeleont,n-s---mg3-=chamaeleonis,1
20844,c1297,cessatio,n,n-s---fn3-,cessation,cessatio,1
20845,c1309,cetarius,n,n-s---mn2-,cetari,cetarius,1
20833,20833,certo,r,rp--------,cert,certo,1
20837,20837,ceruical,n,n-s---nn3i,ceruical,ceruical,1
20848,c1338,chalcis,n,n-s---fn3-,chalcid,chalcis,1
20846,20846,ceterum,r,rp--------,,ceterum,1
20847,20847,ceu,r,rp--------,,ceu,1
20854,c1392,charisma,n,n-s---nn3-,charismat,charisma,1
20855,c1396,charta,n,n-s---fn1-,chart,charta,1
20857,20857,Charybdis,n,n-s---fn3i,Charybd,Charybdis,0
20820,20820,Ceres,n,n-s---fn3-,Cerer,Ceres,1
20790,20790,celere,r,rp--------,,celere,1
20856,c1396,chartus,n,n-s---mn2-,chart,chartus,1
119957,119957,orthampelos,n,n-s---fn2g,orthampel,orthampelos,0
46103,c1073,cellarius,n,n-s---mn2-,cellari,cellarius,0
20884,c1574,cibo,v,v1spia--1-,cib cibau cibat,cibo,1
20866,c1489,chorda,n,n-s---fn1-,chord,chorda,1
20867,c1493,chorea,n,n-s---fn1g,chore,chorea,1
20868,c1495,choreus,n,n-s---mn2-,chore,choreus,1
20869,c1506,chorus,n,n-s---mn2-,chor,chorus,1
20870,c1510,chrisma,n,n-s---nn3-,chrismat,chrisma,1
20907,c1693,circulo,v,v1spia--1-,circul circulau circula,circulo,1
46117,46117,campitor,n,n-s---mn3-,campitor,campitor,0
20872,20872,Christianitas,n,n-s---fn3-,Christianitat,Christianitas,1
20873,20873,Christianus,a,aps---mn1-,Christian Christian Christian,Christianus,1
20875,c1520,chronicus,a,aps---mn1-,chronic chronic chronic,chronicus,1
20876,c1521,chronius,a,aps---mn1-,chroni chroni chroni,chronius,1
20878,c1547,chrysocolla,n,n-s---fn1-,chrysocoll,chrysocolla,1
20881,c1562,chydaeus,a,aps---mn1-,chydae chydae chydae,chydaeus,1
20882,c1570,cibatio,n,n-s---fn3-,cibation,cibatio,1
20883,c9987,cibatus,n,n-s---mn4-,cibat,cibatus,1
20887,c1582,cicatrix,n,n-s---fn3-,cicatric,cicatrix,1
20888,c4187,cicindela,n,n-s---fn1-,cicindel,cicindela,1
20889,c1595,ciconia,n,n-s---fn1-,ciconi,ciconia,1
20890,c1600,cicuta,n,n-s---fn1-,cicut,cicuta,1
20891,c1604,cieo,v,v1spia--2-,ci ciu cit,cieo,1
20893,c1632,cinara,n,n-s---fn1-,cinar,cinara,1
20894,c9988,cinctus,n,n-s---mn4-,cinct,cinctus,1
20895,c1651,cingo,v,v1spia--3-,cing cinx cinct,cingo,1
20896,c1652,cingulum,n,n-s---nn2-,cingul,cingulum,1
20897,c1652,cingulus,n,n-s---mn2-,cingul,cingulus,1
20874,20874,Christus,n,n-s---mn2-,Christ,Christus,1
20862,20862,Cherub,n,n-s---mn3-,Cherub,Cherub,1
20900,c1675,circes,n,n-s---mn3-,circit,circes,1
20903,c1681,circiter,r,rp--------,,circiter,1
20871,20871,Christianismus,n,n-s---mn2-,Christianism,Christianismus,1
20904,c1683,circitor,n,n-s---mn3-,circitor,circitor,1
20899,20899,circa,r,rp--------,,circa,1
20905,20905,circuitio,n,n-s---fn3-,circuition,circuitio,1
20906,20906,circuitus,n,n-s---mn4-,circuit,circuitus,1
20908,c1694,circulus,n,n-s---mn2-,circul,circulus,1
20910,c1696,circumactio,n,n-s---fn3-,circumaction,circumactio,1
20912,c1704,circumaspicio,v,v1spia--3i,circumaspic - -,circumaspicio,1
20913,c1712,circumcido,v,v1spia--3-,circumcid circumcid circumcis,circumcido,1
20909,20909,circum,r,rp--------,,circum,1
20914,c1714,circumcingo,v,v1spia--3-,circumcing circumcinx circumcinct,circumcingo,1
20915,20915,circumcise,r,rp--------,,circumcise,1
20916,c1721,circumcisio,n,n-s---fn3-,circumcision,circumcisio,1
20920,c1737,circumduco,v,v1spia--3-,circumduc circumdux circumduct,circumduco,1
20921,c1738,circumductio,n,n-s---fn3-,circumduction,circumductio,1
20922,c9990,circumductum,n,n-s---nn2-,circumduct,circumductum,1
20923,c9990,circumductus,n,n-s---mn4-,circumduct,circumductus,1
20983,c2028,clangor,n,n-s---mn3-,clangor,clangor,1
20917,20917,circumcisus,a,aps---mn1-,circumcis circumcis circumcis,circumcisus,1
20984,20984,clare,r,rp--------,clar,clare,1
20898,c1654,cinis,n,n-s---mn3-,ciner,cinis,1
113040,i0289,imaginarius,n,n-s---mn2-,imaginari,imaginarius,0
23901,i0290,imaginatio,n,n-s---fn3-,imagination,imaginatio,1
20863,c1455,chirurgia,n,n-s---fn1-,chirurgi,chirurgia,1
20929,c8040,circumfundo,v,v1spia--3-,circumfund circumfund circumfus,circumfundo,1
20930,c1778,circumicio,v,v1spia--3i,circumic circumjec circumject,circumicio,1
20931,c1788,circumlaticius,a,aps---mn1-,circumlatici circumlatici circumlatici,circumlaticius,1
20932,c1789,circumlatio,n,n-s---fn3-,circumlation,circumlatio,1
20933,c1797,circumligo,v,v1spia--1-,circumlig circumligau circumligat,circumligo,1
20934,c1801,circumlocutio,n,n-s---fn3-,circumlocution,circumlocutio,1
20935,c1808,circummeo,v,v1spia--1-,circumme circummeau circummeat,circummeo,1
20936,c1815,circummunio,v,v1spia--4-,circummun circummuniu circummunit,circummunio,1
20937,c1821,circumnecto,v,v1spia--3-,circumnect circumnexu circumnex,circumnecto,1
119960,119960,orthocissus,n,n-s---fn2-,orthociss,orthocissus,0
20939,c1846,circumrodo,v,v1spia--3-,circumrod circumrod circumros,circumrodo,1
20940,c1850,circumsaepio,v,v1spia--4-,circumsaep circumsaeps circumsaept,circumsaepio,1
20941,c1856,circumscribo,v,v1spia--3-,circumscrib circumscrips circumscript,circumscribo,1
20942,c1857,circumscriptio,n,n-s---fn3-,circumscription,circumscriptio,1
20943,c1858,circumscriptor,n,n-s---mn3-,circumscriptor,circumscriptor,1
20944,c1861,circumsedeo,v,v1spia--2-,circumsed circumsed circumsess,circumsedeo,1
20945,c1864,circumsessio,n,n-s---fn3-,circumsession,circumsessio,1
20946,c1861,circumsido,v,v1spia--3-,circumsid - -,circumsido,1
20947,c1867,circumsisto,v,v1spia--3-,circumsist - -,circumsisto,1
20948,c1874,circumspectio,n,n-s---fn3-,circumspection,circumspectio,1
20949,c1875,circumspecto,v,v1spia--1-,circumspect circumspectau circumspectat,circumspecto,1
20950,c1876,circumspector,n,n-s---mn3-,circumspector,circumspector,1
20951,c1885,circumspectus,n,n-s---mn4-,circumspect,circumspectus,1
20953,c1884,circumspicientia,n,n-s---fn1-,circumspicienti,circumspicientia,1
20954,c1878,circumspicio,v,v1spia--3i,circumspic circumspex circumspect,circumspicio,1
20938,20938,circumplecto,v,v1spia--3-,circumplect - circumplex,circumplecto,1
20956,c1867,circumsto,v,v1spia--1-,circumst circumstet circumstat,circumsto,1
20958,c1915,circumuectio,n,n-s---fn3-,circumuection,circumuectio,1
20959,c1921,circumuenio,v,v1spia--4-,circumuen circumuen circumuent,circumuenio,1
20960,c1922,circumuentio,n,n-s---fn3-,circumuention,circumuentio,1
20961,c1926,circumuersio,n,n-s---fn3-,circumuersion,circumuersio,1
20963,c1940,circus,n,n-s---mn2-,circ,circus,1
20964,c1946,cirrus,n,n-s---mn2-,cirr,cirrus,1
20965,c1960,cissos,n,n-s---fn2g,ciss,cissos,1
20966,c1964,cista,n,n-s---fn1-,cist,cista,1
20967,c1970,cisterna,n,n-s---fn1-,cistern,cisterna,1
20968,c1977,citatim,r,rp--------,,citatim,1
20969,c9994,citatus,n,n-s---mn4-,citat,citatus,1
20970,c1991,cito,v,v1spia--1-,cit citau citat,cito,1
20973,c2003,citrus,n,n-s---fn2-,citr,citrus,1
20974,c2005,ciuicus,a,aps---mn1-,ciuic ciuic ciuic,ciuicus,1
20952,20952,circumspectus,a,aps---mn1-,circumspect circumspect circumspect,circumspectus,1
20971,20971,cito,r,rp--------,cit,cito,1
20975,c2008,ciuis,n,n-s---cn3i,ciu,ciuis,1
20978,c2015,clamator,n,n-s---mn3-,clamator,clamator,1
20980,c2019,clamo,v,v1spia--1-,clam clamau clamat,clamo,1
20928,c1754,circumfluo,v,v1spia--3-,circumflu circumflux circumflux,circumfluo,1
20972,20972,citreago,n,n-s---fn3-,citreagin,citreago,1
20981,c2020,clamor,n,n-s---mn3-,clamor,clamor,1
20927,c9991,circumflexus,n,n-s---mn4-,circumflex,circumflexus,1
119965,119965,orthogrammus,a,aps---mn1-,orthogramm orthogramm orthogramm,orthogrammus,0
20991,c2044,claro,v,v1spia--1-,clar clarau clarat,claro,1
20992,c2046,clarus,a,aps---mn1-,clar clar clar,clarus,1
21007,c2071,clauus,n,n-s---mn2-,clau,clauus,1
21012,c2093,cleptes,n,n-s---mn1g,clept,cleptes,1
20996,c2062,clauditas,n,n-s---fn3-,clauditat,clauditas,1
21002,21002,clausus,a,aps---mn1-,claus claus claus,clausus,1
21005,c2068,clauicularius,n,n-s---mn2-,clauiculari,clauicularius,1
20999,c2077,claustrum,n,n-s---nn2-,claustrum,claustrum,1
21000,c2078,clausula,n,n-s---fn1-,clausul,clausula,1
21006,c2080,clauulus,n,n-s---mn2-,clauul,clauulus,1
21021,c2132,cliuus,n,n-s---mn2-,cliu,cliuus,1
46075,46075,circumsepio,v,v1spia--4-,circumsep circumseps circumsept,circumsepio,0
21010,c2086,clementia,n,n-s---fn1-,clementi,clementia,1
20990,c2043,claritus,r,rp--------,,claritus,1
21014,c2096,clerus,n,n-s---mn2-,cler,clerus,1
21023,21023,clostellum,n,n-s---nn2-,clostell,clostellum,1
21044,c2253,cochlear,n,n-s---nn3i,cochlear,cochlear,1
21016,c2100,clibanus,n,n-s---mn2-,cliban,clibanus,1
21019,c2107,clima,n,n-s---nn3-,climat,clima,1
21009,21009,clementer,r,rp--------,clement,clementer,1
21022,c2133,cloaca,n,n-s---fn1-,cloac,cloaca,1
21024,c2149,clunis,n,n-s---mn3i,clun,clunis,1
21025,c2159,clyster,n,n-s---mn3-,clyster,clyster,1
21026,c2172,cnodax,n,n-s---mn3-,cnodac,cnodax,1
21027,c2176,coaceruo,v,v1spia--1-,coaceru coaceruau coaceruat,coaceruo,1
21015,21015,clibanarius,n,n-s---mn2-,clibanari,clibanarius,1
21029,c2186,coactor,n,n-s---mn3-,coactor,coactor,1
21030,c9932,coactura,n,n-s---fn1-,coactur,coactura,1
21031,c2189,coaddo,v,v1spia--3-,coadd - -,coaddo,1
21028,21028,coacte,r,rp--------,coact,coacte,1
21032,c2196,coaduno,v,v1spia--1-,coadun coadunau coadunat,coaduno,1
21033,c2201,coaequo,v,v1spia--1-,coaequ coaequau coaequat,coaequo,1
21034,c2211,coagmentatio,n,n-s---fn3-,coagmentation,coagmentatio,1
21035,c2212,coagmento,v,v1spia--1-,coagment coagmentau coagmentat,coagmento,1
21036,c2214,coagulare,n,n-s---nn3i,coagular,coagulare,1
21037,c2215,coagulatio,n,n-s---fn3-,coagulation,coagulatio,1
21038,c2217,coagulo,v,v1spia--1-,coagul coagulau coagulat,coagulo,1
21039,c2218,coagulum,n,n-s---nn2-,coagul,coagulum,1
21040,c2219,coalesco,v,v1spia--3-,coalesc coalu coalit,coalesco,1
21041,c2229,coarguo,v,v1spia--3-,coargu coargu coargut,coarguo,1
21043,c2252,cochlea,n,n-s---fn1-,cochle,cochlea,1
21045,c7934,cochlearium,n,n-s---nn2-,cochleari,cochlearium,1
21046,c2261,cocio,n,n-s---mn3-,cocion,cocio,1
21048,c7252,coctor,n,n-s---mn3-,coctor,coctor,1
21011,21011,Cleopatra,n,n-s---fn1-,Cleopatr,Cleopatra,0
21049,c9933,coctura,n,n-s---fn1-,coctur,coctura,1
21051,c7260,codicillus,n,n-s---mn2-,codicill,codicillus,1
113042,i0291,imagineus,a,aps---mn1-,imagine imagine imagine,imagineus,0
21050,21050,codex,n,n-s---mn3-,codic,codex,1
21003,c2071,claua,n,n-s---fn1-,clau,claua,1
20995,c2060,claudico,v,v1spia--1-,claudic claudicau claudicat,claudico,1
20998,c2063,claudus,a,aps---mn1-,claud claud claud,claudus,1
21008,c2085,clemens,a,aps---an3i,clement clement clement,clemens,1
20988,c2041,claritas,n,n-s---fn3-,claritat,claritas,1
21062,21062,cogitatus,n,n-s---mn2-,cogitat,cogitatus,1
21066,21066,cognitus,a,aps---mn1-,cognit cognit cognit,cognitus,1
21072,21072,cognoscenter,r,rp--------,,cognoscenter,1
21054,c2281,coepio,v,v1spia--3i,coep coep coept,coepio,1
21056,c9999,coeptum,n,n-s---nn2-,coept,coeptum,1
21058,c2287,coerceo,v,v1spia--2-,coerc coercu coercit,coerceo,1
21059,c2298,cogitamen,n,n-s---nn3-,cogitamin,cogitamen,1
21060,c2299,cogitamentum,n,n-s---nn2-,cogitament,cogitamentum,1
21084,21084,colens,n,n-s---mn3-,colent,colens,1
21061,c2301,cogitatio,n,n-s---fn3-,cogitation,cogitatio,1
119969,119969,orthophallicus,a,aps---mn1-,orthophallic orthophallic orthophallic,orthophallicus,0
21064,c2306,cognatio,n,n-s---fn3-,cognation,cognatio,1
21102,21102,collineo,v,v1spia--1-,colline collineau collineat,collineo,1
21065,c2308,cognitio,n,n-s---fn3-,cognition,cognitio,1
21067,c2314,cognobilis,a,aps---cn3i,cognobil cognobil cognobil,cognobilis,1
21068,c2315,cognomen,n,n-s---nn3-,cognomin,cognomen,1
21069,c2316,cognomentum,n,n-s---nn2-,cognoment,cognomentum,1
21071,c4659,cognomino,v,v1spia--1-,cognomin - cognominat,cognomino,1
21073,c2322,cognosco,v,v1spia--3-,cognosc cognou cognit,cognosco,1
21074,c2323,cogo,v,v1spia--3-,cog coeg coact,cogo,1
21077,c1535,cohaeresco,v,v1spia--3-,cohaeresc cohaes -,cohaeresco,1
21079,c2338,cohortatio,n,n-s---fn3-,cohortation,cohortatio,1
21082,c2349,coinquino,v,v1spia--1-,coinquin coinquinau coinquinat,coinquino,1
21083,c2351,coitio,n,n-s---fn3-,coition,coitio,1
21088,c2383,collatio,n,n-s---fn3-,collation,collatio,1
21089,c2388,collaudatio,n,n-s---fn3-,collaudation,collaudatio,1
21091,c2394,collectarius,n,n-s---mn2-,collectari,collectarius,1
21092,c2397,collectio,n,n-s---fn3-,collection,collectio,1
21094,c9936,collectus,n,n-s---mn4-,collect,collectus,1
21095,c2400,collega,n,n-s---mn1-,colleg,collega,1
21096,c2405,collegium,n,n-s---nn2-,collegi,collegium,1
21097,c2411,colleuo,v,v1spia--1-,colleu colleuau colleuat,colleuo,1
21098,c2420,colliculus,n,n-s---mn2-,collicul,colliculus,1
21099,c2421,collido,v,v1spia--3-,collid collis collis,collido,1
21100,c2424,colligatio,n,n-s---fn3-,colligation,colligatio,1
21103,c2432,collino,v,v1spia--3-,collin colleu collit,collino,1
21105,c2436,colliquesco,v,v1spia--3-,colliquesc colliqu -,colliquesco,1
21106,c2438,collis,n,n-s---mn3i,coll,collis,1
21107,c9864,collisus,n,n-s---mn4-,collis,collisus,1
21108,c2440,collocatio,n,n-s---fn3-,collocation,collocatio,1
21109,c2441,colloco,v,v1spia--1-,colloc collocau collocat,colloco,1
21110,c2443,collocutio,n,n-s---fn3-,collocution,collocutio,1
21111,c2445,colloquium,n,n-s---nn2-,colloqui,colloquium,1
21113,c2447,colluceo,v,v1spia--2-,colluc - -,colluceo,1
21117,c2452,colludium,n,n-s---nn2-,colludi,colludium,1
21119,c2457,collumino,v,v1spia--1-,collumin colluminau collumina,collumino,1
21120,c2458,colluo,v,v1spia--3-,collu collu collut,colluo,1
21121,c2461,collusio,n,n-s---fn3-,collusion,collusio,1
21123,c2470,colluuio,n,n-s---fn3-,colluuion,colluuio,1
23902,i0295,imago,n,n-s---fn3-,imagin,imago,1
23903,i0296,imaguncula,n,n-s---fn1-,imaguncul,imaguncula,1
137514,o0814,opifer,n,n-s---mn2r,opifer,opifer,0
21055,c2285,coepto,v,v1spia--1-,coept coeptau coeptat,coepto,1
119973,119973,orthragoriscus,n,n-s---mn2-,orthragorisc,orthragoriscus,0
21133,c2515,coluber,n,n-s---mn2r,colubr,coluber,1
21134,c2515,colubra,n,n-s---fn1-,colubr,colubra,1
46072,c3784,contractiuncula,n,n-s---fn1-,contractiuncul,contractiuncula,0
21135,c2520,colum,n,n-s---nn2-,col,cōlum,1
46083,46083,cognoscens,n,n-s---cn3-,cognoscent,cognoscens,0
21138,c2535,columna,n,n-s---fn1-,column,columna,1
21131,21131,coloratus,a,aps---mn1-,colorat colorat colorat,coloratus,1
21139,c2538,columnarius,n,n-s---mn2-,columnari,columnarius,1
21141,c2551,coma,n,n-s---fn1-,com,coma,1
21143,c2560,combibo,v,v1spia--3-,combib combib -,combibo,1
21144,c2563,combino,v,v1spia--1-,combin combinau combinat,combino,1
21145,c2566,comburo,v,v1spia--3-,combur combuss combust,comburo,1
21146,c9837,combustum,n,n-s---nn2-,combust,combustum,1
21147,c9938,combustura,n,n-s---fn1-,combustur,combustura,1
21149,c2572,comes,n,n-s---cn3-,comit,comes,1
21152,c2577,comicus,n,n-s---mn2-,comic,comicus,1
21156,c2586,comitas,n,n-s---fn3-,comitat,comitas,1
21159,c2593,comitium,n,n-s---nn2-,comiti,comitium,1
21163,c2597,commaceratio,n,n-s---fn3-,commaceration,commaceratio,1
21164,c2600,commaculo,v,v1spia--1-,commacul commaculau commaculat,commaculo,1
21166,c2606,commanducatio,n,n-s---fn3-,commanducation,commanducatio,1
24702,l0732,lien,n,n-s---mn3-,lien,lien,1
21167,c9867,commeatus,n,n-s---mn4-,commeat,commeatus,1
21157,21157,comiter,r,rp--------,,comiter,1
21170,c2629,commeleto,v,v1spia--1-,commelet commeletau commeletat,commeleto,1
21171,c2631,commemini,v,v1sria--3-,- commemin -,commemini,1
21172,c2634,commemoratio,n,n-s---fn3-,commemoration,commemoratio,1
21174,c2640,commendatio,n,n-s---fn3-,commendation,commendatio,1
21175,c4699,commendo,v,v1spia--1-,commend commendau commendat,commendo,1
21176,c9868,commensus,n,n-s---mn4-,commens,commensus,1
21177,c2651,commentarium,n,n-s---nn2-,commentari,commentarium,1
21178,c2653,commentator,n,n-s---mn3-,commentator,commentator,1
21179,c2657,commentor,n,n-s---mn3-,commentor,commentor,1
21181,c2636,commentum,n,n-s---nn2-,comment,commentum,1
21183,c2661,commercium,n,n-s---nn2-,commerci,commercium,1
21187,c2667,commigratio,n,n-s---fn3-,commigration,commigratio,1
21188,c2669,commiles,n,n-s---mn3-,commilit,commiles,1
21189,c2672,commilito,n,n-s---mn3-,commiliton,commilito,1
21194,c2682,commisceo,v,v1spia--2-,commisc commiscu commixt,commisceo,1
21195,c2685,commiseratio,n,n-s---fn3-,commiseration,commiseratio,1
21198,c2690,commissio,n,n-s---fn3-,commission,commissio,1
21199,c2692,commissum,n,n-s---nn2-,commiss,commissum,1
21200,c2687,commissura,n,n-s---fn1-,commissur,commissura,1
21202,c2695,committo,v,v1spia--3-,committ commis commiss,committo,1
21203,c2698,commixtio,n,n-s---fn3-,commixtion,commixtio,1
21204,c9940,commixtura,n,n-s---fn1-,commixtur,commixtura,1
21205,c2643,commodatum,n,n-s---nn2-,commodat,commodatum,1
113045,i0297,imbalnities,n,n-s---fn5-,imbalniti,imbalnities,0
21129,c2497,colonus,n,n-s---mn2-,colon,colonus,1
21160,21160,comito,v,v1spia--1-,comit - comitat,comito,1
21137,c2533,columen,n,n-s---nn3-,columin,columen,1
21206,21206,commode,r,rp--------,commod,commode,1
21128,c2494,colonia,n,n-s---fn1-,coloni,colonia,1
46125,d0107,debitio,n,n-s---fn3-,debition,debitio,0
21214,c2714,commoneo,v,v1spia--2-,common commonu commonit,commoneo,1
21215,c2715,commonitio,n,n-s---fn3-,commonition,commonitio,1
