498,praedetermino,v,v1spia--1-,praedetermin praedeterminau praedeterminat,,,[prae̯.deːˈtɛr.mɪ.noː],praedetermino,0
34039,34039,superlininare,n,n-s---nn3-,superlininar,,,[sʊ.pɛr.lɪ.'n̪ɪ.n̪a.rɛ],superlininare,0
34048,34048,uirginia,n,n-s---fn1-,uirgini,,,[wɪr.'gɪ.n̪ɪ̣.ja],uirginia,0
115191,115191,inuicibilis,a,aps---cn3i,inuicibil inuicibil inuicibil,,,[ɪ.n̪uj.'kɪ.bɪ.lɪs],inuicibilis,0
115192,115192,inuicte,r,rp--------,,,,[ɪ.'n̪ujk.t̪ɛ],inuicte,0
115193,115193,inuictrix,n,n-s---fn3-,inuictric,,,[ɪ.'n̪ujk.t̪rɪks],inuictrix,0
115194,115194,inuidens,a,aps---an3i,inuident inuident inuident,,,[ɪ.'n̪uj.d̪eːn̪s],inuidens,0
115195,115195,inuidiola,n,n-s---fn1-,inuidiol,,,[ɪ.n̪uj.'d̪ɪ̣.jɔ.la],inuidiola,0
115196,115196,inuigilatus,a,aps---mn1-,inuigilat inuigilat inuigilat,,,[ɪ.n̪uj.'gɪ.la.t̪ʊs],inuigilatus,0
115203,115203,inuiolabilitas,n,n-s---fn3-,inuiolabilitat,,,[ɪ.n̪ʊj.jɔ.la.'bɪ.lɪ.t̪as],inuiolabilitas,0
115204,115204,inuiolabiliter,r,rp--------,,,,[ɪ.n̪ʊj.jɔ.la.'bɪ.lɪ.t̪ɛr],inuiolabiliter,0
115197,i2688,inuilesco,v,v1spia--3-,inuilesc inuilu -,,,[ɪ.n̪uj.'lɛs.kɔ],inuilesco,0
115200,i2691,inuinctus,a,aps---mn1-,inuinct inuinct inuinct,,,[ɪ.'n̪ujŋk.t̪ʊs],inuinctus,0
115201,i2692,inuinius,a,aps---mn1-,inuini inuini inuini,,,[ɪ.'n̪uj.n̪ɪ̣.jʊs],inuinius,0
115209,115209,inuisco,v,v1spia--1-,inuisc inuiscau inuiscat,,,[ɪ.'n̪ujs.kɔ],inuisco,0
115210,115210,inuise,r,rp--------,,,,[ɪ.'n̪uj.sɛ],inuise,0
115202,i2693,inuio,v,v1spia--1-,inui inuiau inuiat,,,[ɪ.'n̪ʊj.jɔ],inuio,0
115213,115213,inuisibiliter,r,rp--------,,,,[ɪ.n̪uj.sɪ.'bɪ.lɪ.t̪ɛr],inuisibiliter,0
115214,115214,inuisio,n,n-s---fn3-,inuision,,,[ɪ.'n̪uj.sɪ̣.jɔ],inuisio,0
115206,i2696,inuiolo,v,v1spia--1-,inuiol inuiolau inuiolat,,,[ɪ.'n̪ʊj.jɔ.lɔ],inuiolo,0
115207,i2697,inuiscera,n,n-s---nn3-,inuiscer,,,[ɪ.'n̪ujs.kɛ.ra],inuiscera,0
115208,i2698,inuiscero,v,v1spia--1-,inuiscer inuiscerau inuiscerat,,,[ɪ.'n̪ujs.kɛ.rɔ],inuiscero,0
115211,i2699,inuisibilis,a,aps---cn3i,inuisibil inuisibil inuisibil,,,[ɪ.n̪uj.'sɪ.bɪ.lɪs],inuisibilis,0
115222,115222,inuitatus,a,aps---mn1-,inuitat inuitat inuitat,,,[ɪ.'n̪uj.t̪a.t̪ʊs],inuitatus,0
115225,115225,inuito,r,rp--------,,,,[ɪ.'n̪uj.t̪ɔ],inuito,0
115226,115226,inuittatus,a,aps---mn1-,inuittat inuittat inuittat,,,[ɪ.'n̪ujt̪.t̪a.t̪ʊs],inuittatus,0
115215,i2701,inuisito,v,v1spia--1-,inuisit inuisitau inuisita,,,[ɪ.'n̪uj.sɪ.t̪ɔ],inuisito,0
115216,i2703,inuisor,n,n-s---mn3-,inuisor,,,[ɪ.'n̪uj.sɔr],inuisor,0
115229,115229,inulte,r,rp--------,,,,[ɪ.'n̪ʊɫ.t̪ɛ],inulte,0
115217,i2704,inuitabilis,a,aps---cn3i,inuitabil inuitabil inuitabil,,,[ɪ.n̪uj.'t̪a.bɪ.lɪs],inuitabilis,0
115231,115231,inumbratus,a,aps---mn1-,inumbrat inumbrat inumbrat,,,[ɪ.'n̪ʊm.bra.t̪ʊs],inumbratus,0
115218,i2705,inuitalis,a,aps---cn3i,inuital inuital inuital,,,[ɪ.'n̪uj.t̪a.lɪs],inuitalis,0
115220,i2709,inuitator,n,n-s---mn3-,inuitator,,,[ɪ.'n̪uj.t̪a.t̪ɔr],inuitator,0
115221,i2711,inuitatrix,n,n-s---fn3-,inuitatric,,,[ɪ.'n̪uj.t̪a.t̪rɪks],inuitatrix,0
115235,115235,inunctus,a,aps---mn1-,inunct inunct inunct,,,[ɪ.'n̪ʊŋk.t̪ʊs],inunctus,0
115236,115236,inungito,v,v1spia--1-,inungit inungitau inungitat,,,[ɪ.'n̪ʊŋ.gɪ.t̪ɔ],inungito,0
115237,115237,inungo,v,v1spia--3-,inung inunx inunct,,,[ɪ.'n̪ʊŋ.gɔ],inungo,0
115238,115238,inunio,v,v1spia--3-,inuni  ,,,[ɪ.'n̪ʊ.n̪ɪ̣.jɔ],inunio,0
115223,i9905,inuitatus,n,n-s---mn4-,inuitat,,,[ɪ.'n̪uj.t̪a.t̪ʊs],inuitatus,0
115243,115243,inuocatus,n,n-s---mn4-,inuocat,,,[ɪ.n̪ʊ.'jɔ.ka.t̪ʊs],inuocatus,0
115244,115244,inuolator,n,n-s---mn3-,inuolator,,,[ɪ.n̪ʊ.'jɔ.la.t̪ɔr],inuolator,0
115245,115245,inuolentia,n,n-s---fn1-,inuolenti,,,[ɪ.n̪ʊ.jɔ.'lɛn̪.t̪ɪ̣.ja],inuolentia,0
115227,i2714,inuituperabilis,a,aps---cn3i,inuituperabil inuituperabil inuituperabil,,,[ɪ.n̪uj.t̪ʊ.pɛ.'ra.bɪ.lɪs],inuituperabilis,0
115247,115247,inuolumen,n,n-s---nn3-,inuolumin,,,[ɪ.n̪ʊ.'jɔ.lʊ.mɛn̪],inuolumen,0
115228,i2718,inulcero,v,v1spia--1-,inulcer inulcerau inulcerat,,,[ɪ.'n̪ʊɫ.kɛ.rɔ],inulcero,0
115249,115249,inuoluolus,n,n-s---mn2-,inuoluol,,,[ɪ.n̪ʊ.jɔ.'lʊ.jɔ.lʊs],inuoluolus,0
115230,i2722,inumbratio,n,n-s---fn3-,inumbration,,,[ɪ.n̪ʊm.'bra.t̪ɪ̣.jɔ],inumbratio,0
115232,i2724,inumigo,v,v1spia--1-,inumig inumigau inumigat,,,[ɪ.'n̪ʊ.mɪ.gɔ],inumigo,0
115233,i2725,inunco,v,v1spia--1-,inunc inuncau inuncat,,,[ɪ.'n̪ʊŋ.kɔ],inunco,0
115234,i2726,inunctio,n,n-s---fn3-,inunction,,,[ɪ.'n̪ʊŋk.t̪ɪ̣.jɔ],inunctio,0
115240,i2730,inuocatio,n,n-s---fn3-,inuocation,,,[ɪ.n̪ʊ.jɔ.'ka.t̪ɪ̣.jɔ],inuocatio,0
115242,i2732,inuocator,n,n-s---mn3-,inuocator,,,[ɪ.n̪ʊ.'jɔ.ka.t̪ɔr],inuocator,0
115246,i2736,inuolucer,a,aps---mn3-,inuolucr inuolucr inuolucr,,,[ɪ.n̪ʊ.'jɔ.lʊ.kɛr],inuolucer,0
115248,i2738,inuolumentum,n,n-s---nn2-,inuolument,,,[ɪ.n̪ʊ.jɔ.lʊ.'mɛn̪.t̪ũː],inuolumentum,0
115189,i2680,inuexatus,a,aps---mn1-,inuexat inuexat inuexat,,,[ɪ.n̪ʊ.'jɛk.sa.t̪ʊs],inuexatus,0
115255,i2747,inurinor,v,v1spid--1-,inurin inurinau inurinat,,28629,[ɪ.'n̪ʊ.rɪ.n̪ɔ],inurinor,0
115252,i2743,inuoluto,v,v1spia--1-,inuolut inuolutau inuolutat,,,[ɪ.n̪ʊ.'jɔ.lʊ.t̪ɔ],inuoluto,0
115253,i2744,inuoluulus,n,n-s---mn2-,inuoluul,,,[ɪ.n̪ʊ.jɔ.'lʊ.jʊ.lʊs],inuoluulus,0
34086,34086,Byrrus,n,n-s---mn2-,Byrr,,,['byr.rʊs],Byrrus,0
34075,34075,adapatio,n,n-s---fn3-,adapation,,,[a.d̪a.'pa.t̪ɪ̣.jɔ],adapatio,0
34112,34112,aenitologium,n,n-s---nn2-,aenitologi,,,[aj.n̪ɪ.t̪ɔ.'lɔ.gɪ̣.jũː],aenitologium,0
115257,i7527,inusque,r,rp--------,,,,[ɪ.'n̪ʊs.kʷɛ],inusque,0
115256,115256,inusitato,r,rp--------,,,,[ɪ.n̪ʊ.'sɪ.t̪a.t̪ɔ],inusitato,0
115259,i2751,inustio,n,n-s---fn3-,inustion,,,[ɪ.'n̪ʊs.t̪ɪ̣.jɔ],inustio,0
115258,115258,inusta,n,n-p---nn2-,inust,,,[ɪ.'n̪ʊs.t̪a],inusta,0
115263,115263,iocatus,a,aps---mn1-,iocat iocat iocat,,,['jɔ.ka.t̪ʊs],iocatus,0
115261,i2757,inuxorus,a,aps---mn1-,inuxor inuxor inuxor,,,[ɪ.'n̪ʊk.sɔ.rʊs],inuxorus,0
115265,115265,iocinor,n,n-s---mn3-,iocinor,,,['jɔ.kɪ.n̪ɔr],iocinor,0
115267,115267,iocondus,a,aps---mn1-,iocond iocond iocond,,,[jɔ.'kɔn̪.d̪ʊs],iocondus,0
115268,115268,ioculans,a,aps---an3i,ioculant ioculant ioculant,,,['jɔ.kʊ.laːn̪s],ioculans,0
115262,i2760,iocaliter,r,rp--------,,,,[jɔ.'ka.lɪ.t̪ɛr],iocaliter,0
115269,115269,ioculanter,r,rp--------,,,,[jɔ.kʊ.'lan̪.t̪ɛr],ioculanter,0
115272,115272,ioculariter,r,rp--------,,,,[jɔ.kʊ.'la.rɪ.t̪ɛr],ioculariter,0
115273,115273,ioculatoria,n,n-p---nn2-,ioculatori,,,[jɔ.kʊ.la.'t̪ɔ.rɪ̣.ja],ioculatoria,0
115274,115274,ioculatorius,a,aps---mn1-,ioculatori ioculatori ioculatori,,,[jɔ.kʊ.la.'t̪ɔ.rɪ̣.jʊs],ioculatorius,0
115275,115275,ioculatrix,n,n-s---fn3-,ioculatric,,,[jɔ.'kʊ.la.t̪rɪks],ioculatrix,0
115264,i2750,iocatus,n,n-s---mn4-,iocat,,,['jɔ.ka.t̪ʊs],iocatus,0
115276,115276,ioculi,n,n-p---mn2-,iocul,,,['jɔ.kʊ.lɪ],ioculi,0
115278,115278,iogalis,a,aps---cn3i,iogal iogal iogal,,,['jɔ.ga.lɪs],iogalis,0
115280,115280,ipsiplex,a,aps---an3-,ipsiplic ipsiplic ipsiplic,,,['ɪp.sɪ.plɛks],ipsiplex,0
115282,115282,ir,n,n-s---nn--,-,,,['ɪr],ir,0
115284,115284,irascitiuus,a,aps---mn1-,irascitiu irascitiu irascitiu,,,[ɪ.ras.'kɪ.t̪ɪ.wʊs],irascitiuus,0
115285,115285,irasco,v,v1spia--3-,,,,[ɪ.'ras.kɔ],irasco,0
115287,115287,irciola,n,n-s---fn1-,irciol,,,[ɪr.'kɪ̣.jɔ.la],irciola,0
115270,i2765,iocularia,n,n-p---nn3i,iocular,,,[jɔ.kʊ.'la.rɪ̣.ja],iocularia,0
115271,i2766,iocularitas,n,n-s---fn3-,iocularitat,,,[jɔ.kʊ.'la.rɪ.t̪as],iocularitas,0
115288,115288,ircus,n,n-s---mn2-,irc,,,['ɪr.kʊs],ircus,0
115292,115292,ironicos,r,rp--------,,,,[ɪ.'rɔ.n̪ɪ.kɔs],ironicos,0
115277,i2771,ioculus,n,n-s---mn2-,iocul,,,['jɔ.kʊ.lʊs],ioculus,0
115279,i2779,iphyon,n,n-s---nn2g,iphy,,,['ɪ.pʰy.jɔn̪],iphyon,0
115295,115295,irquus,n,n-s---mn2-,irqu,,,['ɪr.kʷʊs],irquus,0
115302,115302,irrationalia,n,n-p---nn3i,irrational,,,[ɪr.ra.t̪ɪ̣.jɔ.'n̪a.lɪ̣.ja],irrationalia,0
115303,115303,irrationaliter,r,rp--------,,,,[ɪr.ra.t̪ɪ̣.jɔ.'n̪a.lɪ.t̪ɛr],irrationaliter,0
115304,115304,irrauceo,v,v1spia--2-,irrauc irraus -,,,[ɪr.'raw.kɛ̣.jɔ],irrauceo,0
115286,i2789,irceus,n,n-s---mn2-,irce,,,['ɪrkews],irceus,0
115308,115308,irrecitabiliter,r,rp--------,,,,[ɪr.rɛ.kɪ.t̪a.'bɪ.lɪ.t̪ɛr],irrecitabiliter,0
115312,115312,irrecuperabiliter,r,rp--------,,,,[ɪr.rɛ.kʊ.pɛ.ra.'bɪ.lɪ.t̪ɛr],irrecuperabiliter,0
115250,115250,inuolute,r,rp--------,,,,[ɪ.n̪ʊ.'jɔ.lʊ.t̪ɛ],inuolute,0
115290,i2792,iricolor,a,aps---an3-,iricolor iricolor iricolor,,,[ɪ.'rɪ.kɔ.lɔr],iricolor,0
115291,i2794,irio,n,n-s---fn3-,irion,,,['ɪ.rɪ̣.jɔ],irio,0
115293,i2799,ironicus,a,aps---mn1-,ironic ironic ironic,,,[ɪ.'rɔ.n̪ɪ.kʊs],ironicus,0
115294,i2801,irpus,n,n-s---mn2-,irp,,,['ɪr.pʊs],irpus,0
115296,i2802,irradio,v,v1spia--1-,irradi irradiau irradia,,,[ɪr.'ra.d̪ɪ̣.jɔ],irradio,0
115297,i3212,irrasus,a,aps---mn1-,irras irras irras,,,['ɪr.ra.sʊs],irrasus,0
115298,i2804,irratio,n,n-s---fn3-,irration,,,[ɪr.'ra.t̪ɪ̣.jɔ],irratio,0
115301,i2806,irrationabilitas,n,n-s---fn3-,irrationabilitat,,,[ɪr.ra.t̪ɪ̣.jɔ.n̪a.'bɪ.lɪ.t̪as],irrationabilitas,0
115305,i2808,irraucesco,v,v1spia--3-,irraucesc irraus -,,,[ɪr.raw.'kɛs.kɔ],irraucesco,0
115306,i2809,irraucus,a,aps---mn1-,irrauc irrauc irrauc,,,[ɪr.'raw.kʊs],irraucus,0
115307,i2810,irrecitabilis,a,aps---cn3i,irrecitabil irrecitabil irrecitabil,,,[ɪr.rɛ.kɪ.'t̪a.bɪ.lɪs],irrecitabilis,0
115310,i2813,irrecordabilis,a,aps---cn3i,irrecordabil irrecordabil irrecordabil,,,[ɪr.rɛ.kɔr.'d̪a.bɪ.lɪs],irrecordabilis,0
115313,i2815,irrecusabilis,a,aps---cn3i,irrecusabil irrecusabil irrecusabil,,,[ɪr.rɛ.kʊ.'sa.bɪ.lɪs],irrecusabilis,0
34114,34114,antelucanus,n,n-s---mn2-,antelucan,,,[an.tɛ.ɫuːˈkaː.nʊs],antelucanus,0
34104,34104,arrectus,a,aps---mn1-,arrect arrect arrect,,,[ar.'rɛk.t̪ʊs],arrectus,0
115316,115316,irrediuiuus,a,aps---mn1-,irrediuiu irrediuiu irrediuiu,,,[ɪr.rɛ.d̪ɪ̣.'jʊj.jʊ.jʊs],irrediuiuus,0
115318,i2818,irreflexus,a,aps---mn1-,irreflex irreflex irreflex,,,[ɪr.rɛf.'lɛk.sʊs],irreflexus,0
115320,115320,irrefragabilis,a,aps---cn3i,irrefragabil irrefragabil irrefragabil,,,[ɪr.rɛf.ra.'ga.bɪ.lɪs],irrefragabilis,0
115321,i2821,irrefrenabilis,a,aps---cn3i,irrefrenabil irrefrenabil irrefrenabil,,,[ɪr.rɛf.rɛ.'n̪a.bɪ.lɪs],irrefrenabilis,0
115323,115323,irrefutabiliter,r,rp--------,,,,[ɪr.rɛ.fʊ.t̪a.'bɪ.lɪ.t̪ɛr],irrefutabiliter,0
115322,i2822,irrefutabilis,a,aps---cn3i,irrefutabil irrefutabil irrefutabil,,,[ɪr.rɛ.fʊ.'t̪a.bɪ.lɪs],irrefutabilis,0
115324,i2823,irrefutatus,a,aps---mn1-,irrefutat irrefutat irrefutat,,,[ɪr.rɛ.'fʊ.t̪a.t̪ʊs],irrefutatus,0
115325,i2824,irregibilis,a,aps---cn3i,irregibil irregibil irregibil,,,[ɪr.rɛ.'gɪ.bɪ.lɪs],irregibilis,0
115328,115328,irremeabiliter,r,rp--------,,,,[ɪr.rɛ.mɛ̣.ja.'bɪ.lɪ.t̪ɛr],irremeabiliter,0
115329,115329,irremediabiliter,r,rp--------,,,,[ɪr.rɛ.mɛ.d̪ɪ̣.ja.'bɪ.lɪ.t̪ɛr],irremediabiliter,0
115326,i2825,irregressibilis,a,aps---cn3i,irregressibil irregressibil irregressibil,,,[ɪr.rɛ.grɛ.'ssɪ.bɪ.lɪs],irregressibilis,0
115327,i2827,irreligio,n,n-s---fn3-,irreligion,,,[ɪr.rɛ.'lɪ.gɪ̣.jɔ],irreligio,0
115332,115332,irremissibiliter,r,rp--------,,,,[ɪr.rɛ.mɪs.sɪ.'bɪ.lɪ.t̪ɛr],irremissibiliter,0
115333,115333,irremissus,a,aps---mn1-,irremiss irremiss irremiss,,,[ɪr.rɛ.'mɪs.sʊs],irremissus,0
115336,115336,irreparabiliter,r,rp--------,,,,[ɪr.rɛ.pa.ra.'bɪ.lɪ.t̪ɛr],irreparabiliter,0
115330,i2832,irremisse,r,rp--------,,,,[ɪr.rɛ.'mɪs.sɛ],irremisse,0
115334,i2834,irremotus,a,aps---mn1-,irremot irremot irremot,,,[ɪr.'rɛ.mɔ.t̪ʊs],irremotus,0
115341,115341,irreprehensibilitas,n,n-s---fn3-,irreprehensibilitat,,,[ɪr.rɛ.prɛ.heː.n̪sɪ.'bɪ.lɪ.t̪as],irreprehensibilitas,0
115342,115342,irreprehensibiliter,r,rp--------,,,,[ɪr.rɛ.prɛ.heː.n̪sɪ.'bɪ.lɪ.t̪ɛr],irreprehensibiliter,0
115343,115343,irreprensus,a,aps---mn1-,irreprens irreprens irreprens,,,[ɪr.rɛ.'preː.n̪sʊs],irreprensus,0
115337,i2838,irrepercussus,a,aps---mn1-,irrepercuss irrepercuss irrepercuss,,,[ɪr.rɛ.pɛr.'kʊs.sʊs],irrepercussus,0
115338,i2840,irrepletus,a,aps---mn1-,irreplet irreplet irreplet,,,[ɪr.'rɛ.plɛ.t̪ʊs],irrepletus,0
115339,i2842,irreposcibilis,a,aps---cn3i,irreposcibil irreposcibil irreposcibil,,,[ɪr.rɛ.pɔs.'kɪ.bɪ.lɪs],irreposcibilis,0
115344,i2845,irreprobabilis,a,aps---cn3i,irreprobabil irreprobabil irreprobabil,,,[ɪr.rɛ.prɔ.'ba.bɪ.lɪs],irreprobabilis,0
115345,i2846,irreptio,n,n-s---fn3-,irreption,,,[ɪr.'rɛp.t̪ɪ̣.jɔ],irreptio,0
115346,i2847,irrepto,v,v1spia--1-,irrept irreptau irrepta,,,[ɪr.'rɛp.t̪ɔ],irrepto,0
115347,i2848,irreptor,n,n-s---mn3-,irreptor,,,[ɪr.'rɛp.t̪ɔr],irreptor,0
115349,i2851,irrequies,n,n-s---fn3-,irrequiet,,,[ɪr.'rɛ.kʷɪ̣.jɛs],irrequies,0
115356,115356,irretitus,a,aps---mn1-,irretit irretit irretit,,,[ɪr.'rɛ.t̪ɪ.t̪ʊs],irretitus,0
115350,i2852,irrequisitus,a,aps---mn1-,irrequisit irrequisit irrequisit,,,[ɪr.rɛ.'kʷɪ.sɪ.t̪ʊs],irrequisitus,0
115358,115358,irreuocabiliter,r,rp--------,,,,[ɪrr.ewɔ.ka.'bɪ.lɪ.t̪ɛr],irreuocabiliter,0
115351,i2854,irresolubilis,a,aps---cn3i,irresolubil irresolubil irresolubil,,,[ɪr.rɛ.sɔ.'lʊ.bɪ.lɪs],irresolubilis,0
115360,115360,irridenter,r,rp--------,,,,[ɪr.rɪ.'d̪ɛn̪.t̪ɛr],irridenter,0
115361,115361,irrido,v,v1spia--3-,,,,['ɪr.rɪ.d̪ɔ],irrido,0
115352,i2855,irresolutus,a,aps---mn1-,irresolut irresolut irresolut,,,[ɪr.rɛ.'sɔ.lʊ.t̪ʊs],irresolutus,0
115363,115363,irrigatus,a,aps---mn1-,irrigat irrigat irrigat,,,[ɪr.'rɪ.ga.t̪ʊs],irrigatus,0
115364,115364,irrigua,n,n-p---nn2-,irrigu,,,['ɪr.rɪ.gʷa],irrigua,0
115365,115365,irrigue,r,rp--------,,,,['ɪr.rɪ.gʷɛ],irrigue,0
115353,i7855,irrespirabilis,a,aps---cn3i,irrespirabil irrespirabil irrespirabil,,,[ɪr.rɛs.pɪ.'ra.bɪ.lɪs],irrespirabilis,0
115368,115368,irrio,v,v1spia--4-,irr irriu irrit,,,['ɪr.rɪ̣.jɔ],irrio,0
115354,i2856,irrestinctus,a,aps---mn1-,irrestinct irrestinct irrestinct,,,[ɪr.rɛs.'t̪ɪŋk.t̪ʊs],irrestinctus,0
115370,115370,irrisiue,r,rp--------,,,,[ɪr.'rɪ.sɪ.wɛ],irrisiue,0
115355,i2857,irreticentia,n,n-s---fn1-,irreticenti,,,[ɪr.rɛ.t̪ɪ.'kɛn̪.t̪ɪ̣.ja],irreticentia,0
115314,115314,irreddibilis,a,aps---cn3i,irreddibil irreddibil irreddibil,,,[ɪr.rɛd̪.'d̪ɪ.bɪ.lɪs],irreddibilis,0
115359,i2866,irreuocandus,a,aps---mn1-,irreuocand irreuocand irreuocand,,,[ɪrr.'ewɔ.ka.n̪d̪ʊs],irreuocandus,0
115362,i2871,irrigator,n,n-s---mn3-,irrigator,,,[ɪr.'rɪ.ga.t̪ɔr],irrigator,0
115369,i2875,irrisibilis,a,aps---cn3i,irrisibil irrisibil irrisibil,,,[ɪr.rɪ.'sɪ.bɪ.lɪs],irrisibilis,0
115371,i2877,irrisiuus,a,aps---mn1-,irrisiu irrisiu irrisiu,,,[ɪr.'rɪ.sɪ.wʊs],irrisiuus,0
115396,i2913,isagoga,n,n-s---fn1-,isagog,,28630,[ɪ.'sa.gɔ.ga],isagoga,0
115374,i2881,irritabilitas,n,n-s---fn3-,irritabilitat,,,[ɪr.rɪ.t̪a.'bɪ.lɪ.t̪as],irritabilitas,0
115417,i2935,isodomus,a,aps---mn1-,isodom isodom isodom,,28631,[ɪ.'sɔ.d̪ɔ.mɔs],isodomus,0
34167,34167,astronauticus,a,aps---mn1-,astronautic astronautic astronautic,,,[as.t̪rɔ.'n̪a.wt̪ɪ.kʊs],astronauticus,0
115376,115376,irritatius,r,rp--------,,,,[ɪr.rɪ.'t̪a.t̪ɪ̣.jʊs],irritatius,0
115378,115378,irrite,r,rp--------,,,,['ɪr.rɪ.t̪ɛ],irrite,0
115379,115379,irrito,r,rp--------,,,,['ɪr.rɪ.t̪ɔ],irrito,0
115377,i9909,irritatus,n,n-s---mn4-,irritat,,,[ɪr.'rɪ.t̪a.t̪ʊs],irritatus,0
115380,115380,irritus,n,n-s---mn4-,irrit,,,['ɪr.rɪ.t̪ʊs],irritus,0
115381,i2889,irroborasco,v,v1spia--3-,irroborasc irroborau -,,,[ɪr.rɔ.bɔ.'ras.kɔ],irroborasco,0
115382,i2892,irroratio,n,n-s---fn3-,irroration,,,[ɪr.rɔ.'ra.t̪ɪ̣.jɔ],irroratio,0
115384,115384,irrritus,n,n-s---mn4-,irrrit,,,['ɪrr.rɪ.t̪ʊs],irrritus,0
115383,i2894,irroto,v,v1spia--1-,irrot irrotau irrota,,,['ɪr.rɔ.t̪ɔ],irroto,0
115385,i2895,irrubesco,v,v1spia--3-,irrubesc irrubu -,,,[ɪr.rʊ.'bɛs.kɔ],irrubesco,0
115388,115388,irrudis,a,aps---cn3i,irrud irrud irrud,,,['ɪr.rʊ.d̪ɪs],irrudis,0
115392,115392,irrumpibilis,a,aps---cn3i,irrumpibil irrumpibil irrumpibil,,,[ɪr.rʊm.'pɪ.bɪ.lɪs],irrumpibilis,0
115387,i2897,irructo,v,v1spia--1-,irruct irructau irructa,,,[ɪr.'rʊk.t̪ɔ],irructo,0
115393,115393,irruptus,n,n-s---mn4-,irrupt,,,[ɪr.'rʊp.t̪ʊs],irruptus,0
115395,115395,irtiola,n,n-s---fn1-,irtiol,,,[ɪr.'t̪ɪ̣.jɔ.la],irtiola,0
115389,i2898,irrufo,v,v1spia--1-,irruf irrufau irrufat,,,['ɪr.rʊ.fɔ],irrufo,0
115390,i2899,irrugatio,n,n-s---fn3-,irrugation,,,[ɪr.rʊ.'ga.t̪ɪ̣.jɔ],irrugatio,0
115391,i2901,irrugo,v,v1spia--1-,irrug irrugau irruga,,,['ɪr.rʊ.gɔ],irrugo,0
115398,i2914,isagogicus,a,aps---mn1-,isagogic isagogic isagogic,,,[ɪ.sa.'gɔ.gɪ.kʊs],isagogicus,0
115399,i2916,isatis,n,n-s---fn3-,isatid,,,['ɪ.sa.t̪ɪs],isatis,0
115397,115397,isagoge,n,n-s---fn1g,isagog,,,[ɪ.'sa.gɔ.gɛ],isagoge,0
115400,i2917,ischaemon,n,n-s---fn3-,ischaemon,,,[ɪs.'kʰaj.mɔn̪],ischaemon,0
115402,i2919,ischia,n,n-p---nn2-,ischi,,,['ɪs.kʰɪ̣.ja],ischia,0
115403,i2920,ischiaci,n,n-p---mn2-,ischiac,,,[ɪs.'kʰɪ̣.ja.kɪ],ischiaci,0
115408,115408,iscurra,n,n-s---mn1-,iscurr,,,[ɪs.'kʊr.ra],iscurra,0
115404,i2920,ischiacus,a,aps---mn1-,ischiac ischiac ischiac,,,[ɪs.'kʰɪ̣.ja.kʊs],ischiacus,0
115412,115412,isicialis,a,aps---cn3i,isicial isicial isicial,,,[ɪ.sɪ.'kɪ̣.ja.lɪs],isicialis,0
115405,i2921,ischiadici,n,n-p---mn2-,ischiadic,,,[ɪs.kʰɪ̣.'ja.d̪ɪ.kɪ],ischiadici,0
115406,i2922,ischias,n,n-s---fn3-,ischiad,,,['ɪs.kʰɪ̣.jas],ischias,0
115407,i2925,ischuria,n,n-s---fn1-,ischuri,,,[ɪs.'kʰʊ.rɪ̣.ja],ischuria,0
115414,115414,isiciatus,a,aps---mn1-,isiciat isiciat isiciat,,,[ɪ.sɪ.'kɪ̣.ja.t̪ʊs],isiciatus,0
115409,i2927,iscus,n,n-s---mn2-,isc,,,['ɪs.kʊs],iscus,0
115411,i2930,isex,n,n-s---mn3-,isic,,,['ɪ.sɛks],isex,0
115413,i2931,isiciarius,n,n-s---mn2-,isiciari,,,[ɪ.sɪ.kɪ̣.'ja.rɪ̣.jʊs],isiciarius,0
115418,115418,isopleuron,n,n-s---nn2-,isopleur,,,[ɪ.'sɔpɫew.rɔn̪],isopleuron,0
115424,115424,issulus,a,aps---mn1-,issul issul issul,,,['ɪs.sʊ.lʊs],issulus,0
115425,115425,issus,a,aps---mn1-,iss iss iss,,,['ɪs.sʊs],issus,0
115427,115427,isticine,r,rp--------,,,,[ɪs.'t̪ɪ.kɪ.n̪ɛ],isticine,0
115415,i2932,isiciolum,n,n-s---nn2-,isiciol,,,[ɪ.sɪ.'kɪ̣.jɔ.ɫũː],isiciolum,0
115416,i2934,isocinnamon,n,n-s---nn2g,isocinnam,,,[ɪ.sɔ.'kɪn̪.n̪a.mɔn̪],isocinnamon,0
115420,i2940,isopyron,n,n-s---nn2g,isopyr,,,[ɪ.'sɔ.py.rɔn̪],isopyron,0
115421,i2942,isosceles,n,n-s---mn3i,isoscel,,,[ɪ.'sɔs.kɛ.lɛs],isosceles,0
115435,115435,iterato,r,rp--------,,,,[ɪ.'t̪ɛ.ra.t̪ɔ],iterato,0
115436,115436,iteratus,a,aps---mn1-,iterat iterat iterat,,,[ɪ.'t̪ɛ.ra.t̪ʊs],iteratus,0
115437,115437,Iterduca,n,n-s---fn1-,Iterduc,,,[ɪ.'t̪ɛr.d̪ʊ.ka],Iterduca,0
115372,115372,irrisorie,r,rp--------,,,,[ɪr.rɪ.'sɔ.rɪ̣.jɛ],irrisorie,0
115422,i2943,isosyllabus,a,aps---mn1-,isosyllab isosyllab isosyllab,,,[ɪ.sɔ.'syɫ.la.bʊs],isosyllabus,0
