-D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""-Shakespeare",
199777,00074685,r,10,"with brightness: ""the stars shone brilliantly""; ""the windows glowed jewel bright""","1787,2097"
199780,00075112,r,10,"with affection: ""she loved him dearly""; ""he treats her affectionately""",
199786,00075887,r,10,"in an overt manner: ""he did it overtly""",
199792,00076743,r,10,"during the night of the present day: ""drop by tonight""",
199807,00078837,r,10,"without missing a week: ""she visited her aunt weekly""",1463
199812,00079503,r,10,"in a misleading way: ""the exam looked deceptively easy""",
199828,00081536,r,10,"to a distinctly greater extent or degree than is common: ""he was particularly fussy about spelling""; ""a particularly gruesome attack""; ""under peculiarly tragic circumstances""; ""an especially (or specially) cautious approach to the danger""",2234
199834,00082541,r,10,"for the express purpose: ""she needs the money expressly for her patients""",
199847,00084169,r,10,"not permissibly: ""the radon level in the basement was impermissibly high""",
199853,00085048,r,10,"for a long time without essential change: ""he is permanently disabled""",1463
199859,00085909,r,10,"temporarily and conditionally: ""they have agreed provisionally""; ""was appointed provisionally""",
199747,00069347,r,10,"all around or on all sides: ""dirty clothes lying around (or about)""; ""let's look about for help""; ""There were trees growing all around""; ""she looked around her""",
199744,00068963,r,10,"from beginning to end; throughout: ""It rains all year round on Skye""; ""frigid weather the year around""",
199766,00073089,r,10,"toward the future; forward in time: ""I like to look ahead in imagination to what the future may bring""; ""I look forward to seeing you""",
199788,00076124,r,10,"in a microscopic manner; with extreme precision and attention to detail: ""every manuscript was edited microscopically""",
199799,00077548,r,10,"in addition; over and above what is expected: ""He lost his wife in the bargain""",
199801,00077772,r,10,"without respect; in a disdainful manner: ""she spoke of him contemptuously""",
199824,00080944,r,10,"in several ways; in a multiple manner: ""they were multiply checked for errors""",
199856,00085435,r,10,"for a limited time only; not permanently: ""he will work here temporarily""; ""he was brought out of retirement temporarily""; ""a power failure temporarily darkened the town""",1463
199838,00083181,r,10,"quickly or rapidly (often used as a combining form); ""how fast can he get here?""; ""ran as fast as he could""; ""needs medical help fast""; ""fast-running rivers""; ""fast-breaking news""; ""fast-opening (or fast-closing) shutters""",
199770,00073613,r,10,"in a manner or order or direction the reverse of normal: ""it's easy to get the ""i"" and the ""e"" backward in words like ""seize"" and ""siege""""; ""the child put her jersey on backward""",
199803,00078147,r,10,"in an insane manner: ""she behaved insanely""; ""he behaves crazily when he is off his medication""; ""the witch cackled madly""; ""screaming dementedly""",2232
199943,00097885,r,10,"(old-fashioned) at or from or to a great distance; far; ""we traveled afar""; ""we could see the ship afar off""; ""the Magi came from afar""",
199949,00098754,r,10,"(informal) to a great degree or by a great distance; very much; ""way over budget""; ""way off base""; ""right smart"" is regional (US S and Midland) as in ""the other side of the hill is right smart steeper than the side we are on""",
199957,00099935,r,10,"at the beginning: ""at first he didn't notice anything strange""",
199874,00087939,r,10,"in a strenuous manner; strongly or vigorously: ""he objected strenuously to the stand his party was taking""",
199862,00086391,r,10,"in a high position or level or rank: ""details known by only a few highly placed persons""",
199864,00086681,r,10,"to a high degree or extent: ""highly successful play""; ""highly informative""; ""a highly educated woman""; ""an extremely interesting book""","1951,2234"
199870,00087435,r,10,"in a dangerous manner: ""he came dangerously close to falling off the ledge""",
199875,00088103,r,10,"with strained or eager attention: ""listened intently""; ""stood watching intently""",1781
199879,00088530,r,10,"with effort or force or vigor: ""the team played hard""; ""worked hard all day""; ""pressed hard on the lever""; ""hit the ball hard""; ""slammed the door hard""",
199885,00089354,r,10,"with pain or distress or bitterness: ""he took the rejection very hard""",
199887,00089648,r,10,"into a solid condition: ""concrete that sets hard within a few hours""","1787,2111"
199890,00090012,r,10,"for an instant or moment: ""we paused momentarily before proceeding""; ""a cardinal perched momently on the dogwood branch""",
199893,00090468,r,10,"in an unfortunate or deplorable manner: ""he was sadly neglected""; ""it was woefully inadequate""",2234
199897,00091059,r,10,"with respect to the hypothalamus: ""hypothalamically controlled secretions""","2188,2233"
199901,00091612,r,10,"on a floor below: ""the tenants live downstairs""",
199905,00092085,r,10,"in the direction the wind is blowing: ""they flew downwind""",
199912,00093267,r,10,"in an inactive or inoperative state: ""the factory went down during the strike""; ""the computer went down again""",
199915,00093654,r,10,"spatially or metaphorically from a lower to a higher position: ""look up!""; ""the music surged up""; ""the fragments flew upwards""; ""prices soared upwards""; ""upwardly mobile""",
199917,00094081,r,10,"to a more central or a more northerly place: ""was transferred up to headquarters""; ""up to Canada for a vacation""",
199924,00094926,r,10,"without reservation or concealment: ""she asked him outright for a divorce""",
199933,00096343,r,10,"used to form the comparative of some adjectives and adverbs: ""more interesting""; ""more beautiful""; ""more quickly""",
199937,00097004,r,10,"not much: ""he talked little about his family""",
199939,00097269,r,10,"later than usual or than expected: ""the train arrived late""; ""we awoke late""; ""the children came late to school""; ""notice came so tardily that we almost missed the deadline""; ""I belatedly wished her a happy birthday""",
199947,00098492,r,10,"at or to a certain point or degree: ""I can only go so far before I have to give up""; ""how far can we get with this kind of argument?""",
199953,00099527,r,10,"before anything else: ""first we must consider the garter snake""",
199960,00100303,r,10,"the initial time: ""when Felix first saw a garter snake""",
199963,00100609,r,10,"forward in time or order or degree: ""from that time forth""; ""from the sixth century onward""",
199967,00101095,r,10,"not less than: ""at least two hours studying the manual""; ""a tumor at least as big as an orange""",
199969,00101411,r,10,"if nothing else: ""at least he survived""; ""they felt--at any rate Jim felt--relieved though still wary""; ""the influence of economists--or at any rate of economics--is far-reaching""; (""leastwise"" is informal; ""leastways"" is colloquial)",
199978,00102771,r,10,"in an uncontrolled manner: ""they searched frantically for their child""",
199985,00103835,r,10,"under normal conditions: ""usually she was late""",2234
199988,00104346,r,10,"in the recent past: ""he was in Paris recently""; ""lately the rules have been enforced""; ""as late as yesterday she was fine""; ""feeling better of late""; ""the spelling was first affected, but latterly the meaning also""",1753
199992,00105046,r,10,"in a gradual manner: ""the snake moved gradually toward its victim""",
200160,00126946,r,10,"with respect to sociolinguistics: ""sociolinguistically fascinating""",1969
199931,00095912,r,10,"on the contrary: ""rather than disappoint the children, he did two quick tricks before he left""; ""he didn't call; rather (or instead), he wrote her a letter""; ""used English terms instead of Latin ones""",
199946,00098325,r,10,"to a considerable degree; very much: ""a far far better thing that I do""; ""felt far worse than yesterday""; ""eyes far too close together""",
199981,00103197,r,10,"of one mind; without dissent: ""the Senate unanimously approved the bill""; ""we voted unanimusly""",
199974,00102202,r,10,"at once (usually modifies an undesirable occurrence); ""he promptly forgot the address""",
200020,00108772,r,10,"(intensifier before a figurative expression) without exaggeration; ""our eyes were literally pinned to TV during the Gulf war""",
200038,00111389,r,10,"in a machine-like manner; without feeling; ""he smiled mechanically""",
200102,00120576,r,10,"by federal government: ""it's federally regulated""",1718
200063,00114832,r,10,"subsequently or soon afterward (often used as sentence connectors); ""then he left""; ""go left first, then right""; ""first came lightning, then thunder""; ""we watched the late movie and then went to bed""; ""and so home and to bed""",
200105,00120907,r,10,"in an idiographic manner: ""it's written ideographically""",1969
199995,00105416,r,10,"in or at this place; where the speaker or writer is: ""I work here""; ""turn here""; ""radio waves received here on Earth""",
199998,00105850,r,10,"in this place or thing or document: ""I shall discuss the question herein""",
200004,00106633,r,10,"throughout history: ""historically they have never co-existed peacefully""",2768
200014,00108036,r,10,"within a building: ""in winter we play inside""",
200018,00108519,r,10,"with respect to the military: ""on a militarily significant scale""",1781
200022,00109105,r,10,"used to form the superlative: ""the king cobra is the most dangerous snake""",
200024,00109406,r,10,"especially not: ""nobody, least of all Joe, agreed with me""",
200028,00109884,r,10,"in such a manner as could not be otherwise: ""it is necessarily so""; ""we must needs by objective""",
200029,00110092,r,10,"very recently: ""they are newly married""; ""newly raised objections""; ""a newly arranged hairdo""; ""grass new washed by the rain""; ""a freshly cleaned floor""; ""we are fresh out of tomatoes""",
200033,00110806,r,10,"not involving carbon compounds: ""inorganically bound molecules""",
200041,00111829,r,10,"not in an official capacity: ""unofficially, he serves as the treasurer""",2234
200043,00112118,r,10,"in or near or toward a center or according to a central role or function: ""The theater is centrally located""",
200055,00113751,r,10,"with cooperation and interchange: ""we worked together on the project""",
200079,00117172,r,10,"overlapping in duration: ""concurrently with the conference an exhibition of things associated with Rutherford was held""; ""going to school and holding a job at the same time""",
200083,00117951,r,10,"by that means or because of that: ""He knocked over the red wine, thereby ruining the table cloth""",
200086,00118362,r,10,"in an appositive manner: ""this adjective is used appositively""",1974
200090,00118843,r,10,"by photographic means: ""photographically recorded scenes""",2527
200095,00119655,r,10,"in an aloof manner: ""the local gentry and professional classes had held aloof for the school had accepted their sons readily enough""",
200097,00119951,r,10,"by means of the fingers: ""the exam was carried out digitally""","2188,2233"
200098,00120068,r,10,"with respect to economic science: ""economically this proposal makes no sense""",1753
200112,00121549,r,10,"involving medical practice: ""medically trained nurses""; ""medically correct treatment""",2232
200120,00122484,r,10,"in a royal manner: ""they were royally treated""",2768
200125,00123026,r,10,"by or with respect to society: ""socially accepted norms""",1675
200129,00123460,r,10,"with regard to technique: ""technically lagging behind the Japanese""",
200137,00124324,r,10,"in a manner that is not typical: ""she was atypically quiet""",
200141,00124797,r,10,"without words: ""they communicated nonverbally""",
200144,00125108,r,10,"with respect to chemistry: ""chemically different substances""",2111
200149,00125678,r,10,"with respect to longitude: ""longitudinally measured""","2076,2772"
200152,00126003,r,10,"by the theory of relativity: ""this is relativistically impossible""",2097
200157,00126552,r,10,"with regard to space: ""spatially limited""",
200048,00112904,r,10,"more readily or willingly: ""clean it well, preferably with warm water""; ""I'd rather be in Philadelphia""; ""I'd sooner die than give up""",
200007,00107021,r,10,"in un unscientific way; not according to the principles of science: ""they proceeded unscientifically when they dissected the mummy""",
200069,00115773,r,10,"in spite of everything; without regard to drawbacks: ""he carried on regardless of the difficulties""",
200093,00119266,r,10,"in a democratic manner; based on democratic principles: ""it was decided democratically""; ""democratically elected government""",
200117,00122114,r,10,"by the province; through the province: ""provincially controlled""",
200060,00114283,r,10,"in conjunction with; combined: ""Our salaries put together couldn't pay for the damage""; ""we couldn't pay for the damages with all out salaries put together""",
200073,00116307,r,10,"(postpositive) however; ""it might be unpleasant, though""",
200075,00116525,r,10,"(contrastive) from another point of view; ""on the other hand, she is too ambitious for her own good""; ""then again, she might not go""",
200065,00115244,r,10,"in that case or as a consequence: ""if he didn't take it, then who did?""; ""keep it then if you want to""; ""the case, then, is closed""; ""you've made up your mind then?""; ""then you'll be rich""",
200243,00137111,r,10,"in a habitual and long-standing manner; ""smoking chronically""",
200291,00142746,r,10,"(intensifier) to a very great extent or degree; ""the idea is so obvious""; ""never been so happy""; ""I love you so""; ""my head aches so!""",
200298,00143740,r,10,"clasping each other's hands; ""they walked hand in hand""",
200310,00145875,r,10,"as a sentence modifier to add slight emphasis: ""actually, we all help clear up after a meal""; ""actually, I haven't seen the film""; ""I'm not all that surprised actually""; ""she hasn't proved to be too satisfactory, actually""",
200322,00147436,r,10,"in spite of expectations: ""came to the party after all""; ""it didn't rain after all""",
200325,00147787,r,10,"in an advantageous position: ""she's ahead of the game""",
200222,00133999,r,10,"in like or similar manner: ""He was similarly affected""; ""some people have littlepower to do good, and have likewise little strength to resist evil""-Samuel Johnson",2234
200170,00128086,r,10,"in the flesh; without involving anyone else: ""I went there personally""; ""he appeared in person""",
200174,00128594,r,10,"with respect to pathology: ""pathologically interesting results""",2232
200175,00128718,r,10,"with respect to graphic aspects: ""graphically interesting designs""",2518
200176,00128842,r,10,"with unfortunate consequences: ""catastrophically complex""",
200182,00129437,r,10,"in a mystical manner: ""chant mystically""",1565
200185,00129774,r,10,"with respect to neurobiology: ""explain the phenomenon neurobiologically""",2158
200190,00130366,r,10,"in a metaphysical manner: ""he thinks metaphysically""",1451
200195,00130911,r,10,"in an adulterous manner: ""he behaved adulterously""",2234
200199,00131365,r,10,"to a restricted area of the body: ""apply this medicine topically""",2232
200204,00131945,r,10,"by a chorus: ""chorally accompanied""",2536
200209,00132416,r,10,"by sexual means: ""reproduce sexually""","1703,2233,2234"
200213,00132817,r,10,"with respect to material aspects: ""psychologically similar but materially different""",
200219,00133501,r,10,"in an alternating sequence or position: ""They were deglycerolized by alternately centrifuging and mixing""; ""he planted fir and pine trees alternately""",2234
200229,00135111,r,10,"towards the shore from the water: ""we invited them ashore""",
200233,00135578,r,10,"in an appropriate manner: ""he was appropriately dressed""",2234
200248,00137715,r,10,"in a feverish manner: ""she worked feverishly""",
200251,00138005,r,10,"with respect to geometry: ""this shape is geometrically interesting""",2066
200253,00138232,r,10,"in a glaring manner: ""it was glaringly obvious""","1946,2097"
200256,00138560,r,10,"by means of hieroglyphs: ""hieroglyphically written""",1969
200263,00139246,r,10,"by an institution: ""institutionally controlled""",1820
200269,00139818,r,10,"in a superficial manner: ""he was supercifically interested""",
200276,00140502,r,10,"for a short time: ""sit down and stay awhile""; ""they settled awhile in Virginia before moving West""; ""the baby was quiet for a while""",
200301,00144019,r,10,"with ease: ""she was easily excited""; ""was easily confused""; ""he won easily""; ""this china breaks very easily""; (""easy"" is used informally for ""easily"" as in ""success came too easy"")",2234
200304,00144534,r,10,"out of control: ""the riots got out of hand""",
200306,00144758,r,10,"as a fact or based on fact: ""they learn much, factually, about the problems of retirement and provision for old age, and, psychologically, in the sharing of their thoughts on retirement""",
200313,00146374,r,10,"as supposed or expected: ""sure enough, he asked her for money again""",
200317,00146802,r,10,"above and beyond all other consideration: ""above all, you must be independent""",
200328,00148198,r,10,"to the goal: ""she climbed the mountain all the way""",
200329,00148305,r,10,"not stopping short of sexual intercourse: ""she went all the way with him""",
200334,00148816,r,10,"what is listed next: ""her complaints went as follows""",
200284,00141865,r,10,"as much as necessary: ""Have I eaten enough?""; (""plenty"" is nonstandard) ""I've had plenty, thanks""",
200225,00134549,r,10,"with considerable certainty; without much doubt: ""He is probably out of the country""; ""in all likelihood we are headed for war""",
200236,00136152,r,10,"away from shore; away from land: ""cruising three miles offshore""",
200240,00136644,r,10,"not according to nature; not by natural means: ""artificially induced conditions""",
200287,00142272,r,10,"with hesitation; in a hesitant manner: ""he finally accepted hesitantly""",
200320,00147171,r,10,"to some extent; not very well: ""he speaks French after a fashion""",
200293,00143073,r,10,"in such a condition or manner, especially as expressed or implied: ""They're happy and I hope they will remain so""; ""so live your life that old age will bring no regrets""",
200354,00151274,r,10,"in physical discomfort"" ""she lay on the couch, her body uncomfortably twisted""",
200392,00156161,r,10,"(nautical) nearly opposite to the direction from which wind is coming; ""sailing close to the wind""",1942
200465,00166462,r,10,"contrary to expectations: ""he didn't stay home; on the contrary, he went out with his friends""",2234
200347,00150346,r,10,"with safety; in a safe manner: ""we are safely out of there""",
200341,00149605,r,10,"knitted in a loose manner: ""loosely knit""",
200361,00152204,r,10,"intermittently: ""he worked on his book by fits and starts""",
200364,00152579,r,10,"by spoken rather than written means: ""these stories were transmitted by word of mouth""",
200368,00153179,r,10,"exactly ahead or in front: ""the laboratory is dead ahead""",
200371,00153477,r,10,"occasionally: ""every so often she visits her father""",
200377,00154270,r,10,"taking everything together: ""she was first and last a scientist""",
200388,00155747,r,10,"on the occasion of a request: ""advice was free for the asking""",
200394,00156524,r,10,"in a close manner: ""the two phenomena are intimately connected""; ""the person most nearly concerned""",
200397,00157058,r,10,"without much difficulty: ""these snakes can be identified readily""",
200401,00157495,r,10,"without speed: ""he spoke slowly""; ""go easy here--the road is slippery""; ""glaciers move tardily""; (""slow"" is sometimes used informally for ""slowly"" as in ""please go slow; I want to see the sights"")",1463
200407,00158780,r,10,"by a group of people rather than an individual: ""the mills were owned communally""",
200411,00159304,r,10,"in close proximity: ""the houses were jumbled together cheek by jowl""",
200415,00159814,r,10,"in a wild or reckless manner: ""dashing harum-scarum all over the place""; ""running pell-mell up the stairs""",
200417,00160176,r,10,"with complete faith: ""she was with him heart and soul""",
200420,00160545,r,10,"without making progress: ""the candidates talked in circles""",
200424,00160986,r,10,"in a cold unemotional manner: ""he killed her in cold blood""",1502
200425,00161132,r,10,"in a serious manner: ""talking earnestly with his son""; ""she started studying snakes in earnest""; ""a play dealing seriously with the question of divorce""",1502
200431,00162020,r,10,"in a relatively short time: ""she finished the assignment in no time""",
200432,00162139,r,10,"for an extended time or at a distant time: ""a promotion long overdue""; ""something long hoped for""; ""his name has long been forgotten""; ""talked all night long""; ""how long will you be gone?""; ""arrived long before he was expected""; ""it is long after your bedtime""",
200442,00163561,r,10,"after a very lengthy period of time: ""she will succeed in the long run""",
200445,00163930,r,10,"without being tardy: ""we made it to the party in time""",
200447,00164189,r,10,"without success: ""she tried unsuccessfully to persuade him to buy a new car""",
200454,00165232,r,10,"without preparation: ""the presidential candidate made a remark off the cuff""",
200457,00165583,r,10,"on hands and knees: ""he got down on all fours to play with his grandson""",
200462,00166101,r,10,"according to the assumed facts: ""on paper the candidate seems promising""",
200471,00167372,r,10,"on a route to some place: ""help is on the way""; ""we saw him on the way to California""",
200474,00167748,r,10,"of unwed parents: ""he was born out of wedlock""",
200477,00168096,r,10,"without exception: ""voted for unionization to a man""",
200481,00168513,r,10,"with force and ferocity: ""she fought tooth and nail""",
200482,00168608,r,10,"with that general meaning: ""she said something to that effect""",
200487,00169145,r,10,"in a courageous manner: ""bravely he went into the burning house""",1502
200358,00151852,r,10,"in any way necessary: ""I'll pass this course by hook or by crook""",
200352,00150972,r,10,"in mental comfort; without stress: ""he works comfortably on three continents""",
200373,00153689,r,10,"so as to be complete; with everything necessary: ""he had filled out the form completely""; ""the apartment was completely furnished""",
200404,00158315,r,10,"not openly; inwardly: ""they were secretly delighted at his embarrassment""; ""hoped secretly she would change her mind""",
200436,00162722,r,10,"in secrecy; not openly: ""met secretly to discuss the invasion plans""; ""the children secretly went to the movies when they were supposed to be at the library""; ""they arranged to meet in secret""",
200468,00166917,r,10,"at the place in question; there: ""they were on the spot when it happened""; ""it had to be decided by the man on the spot""",
200450,00164590,r,10,"(informal) with great speed or effort or intensity; ""drove like crazy""; ""worked like hell to get the job done""; ""ran like sin for the storm cellar""; ""work like thunder""; ""fought like the devil""",
200384,00155244,r,10,"under any circumstances: ""she wouldn't give up her pets for love or money""",
200555,00178187,r,10,"(intensifier) extremely; ""it was positively monumental""",
200625,00187475,r,10,"used as an abbreviation of ""et alibi"" when referring to other occurrences in a text",
200580,00181906,r,10,"in an unemotional manner: ""the defendant stared unemotionally at the victim's family""",1502
200597,00184125,r,10,"especially fortunate: ""best of all, we don't have any homework!""",
200517,00173240,r,10,"inflexibly; unshakably: ""adamantly opposed to the marriage""",
200492,00169807,r,10,"in a patient manner: ""he patiently played with the child""",
200661,00192304,r,10,"in a child-like manner; ""he acted very childishly""",
200496,00170270,r,10,"in an apologetic manner: ""he spoke apologetically about his past""",
200498,00170655,r,10,"in a steady manner: ""he could still walk steadily""",
200501,00171034,r,10,"in a wild or undomesticated manner: ""growing wild""; ""roaming wild""",
200505,00171508,r,10,"in a stupid manner: ""he had stupidly bought a one way ticket""",
200508,00171931,r,10,"in an asymmetrical manner: ""they were asymmetrically arranged""",
200510,00172292,r,10,"in a creative manner: ""she solved the problem creatively""",2425
200514,00172816,r,10,"indulging with temperance: ""we eat lightly in the morning""",
200519,00173549,r,10,"in a weak or feeble manner or to a minor degree: ""weakly agreed to a compromise""; ""wheezed weakly""; ""he was weakly attracted to her""",
200525,00174279,r,10,"monthly: ""month by month, the betrayal gnawed at his heart""",
200536,00175716,r,10,"without any necessity: ""this marathon would exhaust him unnecessarily""",
200540,00176209,r,10,"to a slight degree: ""her speech is only lightly accented""",
200542,00176461,r,10,"in proper order or sequence: ""talked to each child in turn""; ""the stable became in turn a chapel and then a movie theater""",
200556,00178299,r,10,"in a splendid manner: ""he did splendidly in the exam""",2234
200558,00178560,r,10,"in a levelheaded manner: ""the answers were healthily individual""",2234
200561,00178966,r,10,"in an inconsiderate manner: ""inconsiderately, he asked to be invited for dinner""",
200564,00179671,r,10,"flawlessly: ""the film was impeccably authentic""",
200567,00180057,r,10,"in a helpful manner: ""the subtitles are helpfully conveyed""",
200570,00180471,r,10,"in a preferential manner: ""he was treated preferentially""",
200574,00180988,r,10,"in an uncritical manner: ""he accepted her decisions uncritically""",
200578,00181648,r,10,"with regard to emotions: ""emotionally secure""",1502
200586,00182798,r,10,"in an irritable manner: ""she had become irritably exact""",1502
200589,00183182,r,10,"in a nice way: ""a nicely painted house""",2234
200592,00183514,r,10,"in a studious manner: ""she examined the data studiously""",
200601,00184512,r,10,"outward from a reference point: ""he kicked his legs out""",
200610,00185527,r,10,"in an intellectual manner: ""intellectually gifted children""; ""intellectually influenced""",1502
200618,00186628,r,10,"by some means not understood by the speaker: ""God knows how he did it, but he did climbed that steep wall""",
200621,00186998,r,10,"in an irregular manner: ""the stomach mucosa was irregularly blackened""",2234
200631,00188275,r,10,"in a spontaneous manner: ""this shift occurs spontaneously""",
200632,00188393,r,10,"with respect to the sympathetic nervous system: ""the stimulus acted sympathetically""","2233,2234"
200636,00189054,r,10,"in an unconvincing manner: ""he argued unconvincingly""",
200645,00190113,r,10,"warmly and comfortably sheltered: ""sittly snugly by the fireside while the storm raged""",
200648,00190487,r,10,"in a striking manner: ""this was strikingly demonstrated""; ""the evidence was strikingly absent""",
200652,00191202,r,10,"in a rigid manner: ""the body was rigidly erect""; ""ge sat bolt upright""",
200657,00191809,r,10,"in an irregular manner: ""her letters arrived irregularly""",2234
200664,00192681,r,10,"in an improper way: ""he checked whether the wound had healed improperly""",
200668,00193336,r,10,"in a generous manner: ""he gave liberally to several charities""",2234
200544,00176797,r,10,"not taken into account or excluded from consideration: ""these problems apart, the country is doing well""; ""all joking aside, I think you're crazy""",
200530,00174948,r,10,"sufficiently; more than adequately: ""the evidence amply (or fully) confirms our suspicions""; ""they were fully (or amply) fed""","1951,2234"
200552,00177762,r,10,"with vigor; in a vigorous manner: ""he defended his ideas vigorously""",
200608,00185177,r,10,"with enthusiasm; in an enthusiastic manner: ""they discussed the question enthusiastically""",
200614,00186031,r,10,"in a nimble or agile manner; with quickness and lightness and ease: ""nimbly scaling an iron gate""-Charles Dickens; ""leaped agilely from roof to roof""",
200547,00177294,r,10,"one from the other: ""people can't tell the twins apart""",
200780,00209555,r,10,"in an amazing manner; to everyone's surprise; ""amazingly, he finished medical school in three years""",
200724,00201505,r,10,"without justice or fairness: ""wouldst not play false and yet would wrongly win""-Shakespeare",2234
200694,00197005,r,10,"without hope; desperate because there seems no possibility of comfort or success: ""he hung his head hopelessly""; """"I must die,"" he said hopelessly""",
200670,00193643,r,10,"without effort or apparent effort: ""she danced gracefully and effortlessly""; ""swallows gliding effortlessly through the air""",
200674,00194205,r,10,"in an inconvenient manner: ""he arrived at an inconveniently late hour""",2234
200679,00194853,r,10,"over the entire area: ""the wallpaper was covered all over with flowers""; ""felt tired all over""",
200682,00195283,r,10,"in a convulsive way: ""her leg twitched convulsively""",
200684,00195597,r,10,"in a stubborn unregenerate manner: ""she remained stubbornly in the same position""",
200699,00197782,r,10,"in a vicious manner: ""he was viciously attacked""",2234
200702,00198176,r,10,"in a wise manner: ""she acted wisely when she invited her parents""",
200706,00198845,r,10,"in an unintelligent manner: ""he acted rather unintelligently in this crisis""",1502
200707,00199032,r,10,"in an intelligible manner: ""the foreigner spoke to us quite intelligibly""",2234
200713,00199927,r,10,"in a diplomatic manner: ""he answered very diplomatically""",
200716,00200395,r,10,"in a resolute manner: ""he was stoutly replying to his critics""",
200720,00200989,r,10,"in an inaccessible manner: ""located inaccessibly on the top of a mountain""",2234
200727,00201825,r,10,"in accordance with moral or social standards: ""that serves him right""; ""do right by him""",
200731,00202407,r,10,"in an aimless manner: ""he wandered around aimlessly""",
200735,00202887,r,10,"away from the right path or direction: ""he was led astray""",
200740,00203628,r,10,"from a financial point of view: ""this was financially unattractive""","1782,1787,1794"
200744,00204090,r,10,"apart from others: ""taken individually, the rooms were, in fact, square""; ""the fine points are treated singly""",
200747,00204695,r,10,"in a busy manner: ""they were busily engaged in buying souvenirs""",
200750,00205200,r,10,"in a helpless manner: ""the crowd watched him helplessly""",2234
200753,00205654,r,10,"in a bewildering and confusing manner: ""her situation was bewilderingly unclear""",2234
200756,00206199,r,10,"in a monolingual manner: ""she had been reared monolingually""",
200759,00206572,r,10,"with understanding: ""she nodded understandingly""",
200762,00206891,r,10,"with no problems or difficulties: ""put the plans into effect quickly and smoothly""",2234
200765,00207312,r,10,"according to routine or established practice: ""he routinely parked in a no-parking zone""",2234
200767,00207646,r,10,"in a humiliating manner: ""the painting was reproduced humiliatingly small""",
200770,00208108,r,10,"in a well delineated manner: ""the new style of Minoan pottery was sharply defined""",
200774,00208771,r,10,"in an incidental manner: ""these magnificent achievements were only incidentally influenced by Oriental models""",
200778,00209319,r,10,"in a sporadic manner: ""he only works sporadically""",
200785,00210579,r,10,"in an expert manner: ""he repaired the TV set expertly""",
200787,00210879,r,10,"in an abundant manner: ""they were abundantly supplied with food""; ""he thanked her profusely""","1951,2234"
200790,00211373,r,10,"in a tedious manner: ""boringly slow work""; ""he plodded tediously forward""",2234
200794,00211989,r,10,"in an unrealistic manner: ""his expectaions were unrealistically high""",
200796,00212427,r,10,"not in a reasonable or intelligent manner: ""she reacted unreasonably when she learned she had failed""",2234
200801,00213115,r,10,"showing thoughtfulness: ""he had thoughtfully brought with him some food""",
200804,00213545,r,10,"in a thoughtless manner: ""he stared thoughtlessly at the picture""",1502
200807,00214157,r,10,"in a relentless manner: ""he worked relentlessly""",
200817,00215884,r,10,"in an unpleasant manner: ""he had been unpleasantly surprised""",2234
200820,00216245,r,10,"in a hearty manner: """"Yes,"" the children chorused heartily""; ""We welcomed her warmly""",1502
200824,00216898,r,10,"in an unambiguous manner: ""she stated her intentions unequivocally,""",
200827,00217395,r,10,"in a ceremonious manner: ""my mother advised her children ceremoniouslly""",
200831,00217995,r,10,"without regard to specific details or exceptions: ""he interprets the law broadly""",2234
200814,00215267,r,10,"in an admirable manner: ""the children's responses were admirably normal""",2234
200696,00197382,r,10,"with eagerness; in an eager manner: ""the news was eagerly awaited""",
200709,00199409,r,10,"in an aerial manner; by means of aircraft: ""the survey was carried out aerially""",
200810,00214567,r,10,"in direct opposition; directly: ""we must meet the problem head-on""",
200845,00220559,r,10,"(of the elements) in a wild and stormy manner; ""winds were blowing furiously""",
200959,00236039,r,10,"to or from every one of two or more (considered individually); ""they received $10 each""",
200918,00230204,r,10,"out of the way (especially away from one's thoughts); ""brush the objections aside""; ""pushed all doubts away""",
200874,00224135,r,10,"in a perennial manner; repeatedly: ""We want to know what is perennually new about the world""",
200966,00237136,r,10,"(formal) in or into that thing or place; ""they can read therein what our plans are""",
200834,00218397,r,10,"in or to or toward the rear: ""he followed behind""; ""seen from behind, the house is more imposing than it is from the front""; ""the final runners were far behind""",
200838,00219291,r,10,"of timepieces: ""the clock is almost an hour slow""; ""my watch is running behind""",
200847,00220830,r,10,"in a manner marked by extreme or violent energy: ""the boys fought furiously""; ""she went peddling furiously up the narrow street""",
200852,00221531,r,10,"with a finite limit: ""there are finitely many solutions to this problem""",
200856,00222084,r,10,"in a boastful manner: ""he talked big all evening""",1502
200863,00222765,r,10,"in bodily form: ""he was translated bodily to heaven""",2233
200865,00222962,r,10,"at or to a point across intervening space etc: ""come over and see us some time""; ""over there""",
200868,00223340,r,10,"in actual fact: ""properly speaking, they are not husband and wife""",
200871,00223740,r,10,"in an exultant manner: ""it was exultingly easy""",
200879,00224863,r,10,"in a very pleasurable manner: ""they were walking along the beach slowly and deliciously""",2234
200887,00225885,r,10,"at the moment of birth: ""the child died aborning""",
200888,00225982,r,10,"with little or no activity or especially agitation: ""her hands rested quietly in her lap""; ""the rock star was quietly led out the back door""; (""quiet"" is a nonstandard variant for ""quietly"" as in ""sit here as quiet as you can"")",
200896,00227177,r,10,"in a cheerful manner: ""he cheerfully agreed to do it""",
200900,00227672,r,10,"in a square position: ""the building stood foursquare""",
