id,uri,lemma,pos,validated,morpho,principal_parts,prosody
46066,m1588,mulctra,n,0,n-s---fn1-,mulctr,mulctra
46121,n0299,nigrities,n,0,n-s---fn5-,nigriti,nigrities
46080,o0530,oeconomus,n,0,n-s---mn2-,oeconom,oeconomus
46076,p2395,plurimus,a,0,ass---mn1-,plurim plurim plurim,plurimus
46119,p2937,praedispositus,a,0,aps---mn1-,praedisposit praedisposit praedisposit,praedispositus
46073,p3781,profugus,n,0,n-s---mn2-,profug,profugus
46134,s0611,schida,n,0,n-s---fn1-,dimetr,schida
21609,c9964,constantia,n,1,n-s---fn1-,constanti,constantia
21612,c3616,constituo,v,1,v1spia--3-,constitu constitu constitut,constituo
21613,c3617,constitutio,n,1,n-s---fn3-,constitution,constitutio
21614,c3618,constitutor,n,1,n-s---mn3-,constitutor,constitutor
21616,c3620,consto,v,1,v1spia--1-,const constit constat,consto
21618,c3624,constrictiuus,a,1,aps---mn1-,constrictiu constrictiu constrictiu,constrictiuus
21631,c3648,consul,n,1,n-s---mn3-,consul,consul
21645,c3677,contagium,n,1,n-s---nn2-,contagi,contagium
21648,c3687,contego,v,1,v1spia--3-,conteg contex contect,contego
21649,c3688,contemero,v,1,v1spia--1-,contemer contemerau contemerat,contemero
21650,c3690,contemno,v,1,v1spia--3-,contemn contemps contempt,contemno
21651,c3692,contempero,v,1,v1spia--1-,contemper contemperau contemperat,contempero
21666,c9824,contextus,n,1,n-s---mn4-,context,contextus
21668,c3749,contiguus,a,1,aps---mn1-,contigu contigu contigu,contiguus
46137,s2412,stela,n,0,n-s---fn1-,stel,stela
113052,i0308,imbonitas,n,0,n-s---fn3-,imbonitat,imbonitas
46112,46112,inquisti,n,0,n-p---mn2-,inquisti,inquisti
21659,21659,contemptus,a,1,aps---mn1-,contempt contempt contempt,contemptus
21661,21661,contente,r,1,rp--------,content,contente
46097,46097,mazzerius,n,0,n-s---mn2-,mazzeri,mazzerius
21663,21663,contentus,a,1,aps---mn1-,content content content,contentus
21667,21667,contextus,a,1,aps---mn1-,context context context,contextus
46105,46105,notum,n,0,n-s---nn2-,not,notum
46120,46120,omnimodo,r,0,rp--------,,omnimodo
46136,46136,pedissequus,n,0,n-s---mn2-,pedissequ,pedissequus
46126,46126,perexigue,r,0,rp--------,debition,perexigue
46091,46091,pressus,n,0,n-s---mn2-,press,pressus
46079,46079,properato,r,0,rp--------,propius proxime,properato
46081,46081,quantumuis,r,0,rp--------,,quantumuis
46130,46130,sanitarius,a,0,aps---mn1-,sanitari sanitari sanitari,sanitarius
46132,46132,stannum,n,0,n-s---nn2-,stann,stannum
46069,46069,therapeuta,n,0,n-s---fn1-,therapeut,therapeuta
46065,46065,uiscatus,a,0,aps---mn1-,uiscat uiscat uiscat,uiscatus
21608,21608,constanter,r,1,rp--------,constant,constanter
46114,46114,umbraclum,n,0,n-s---nn2-,umbracl,umbraclum
21669,21669,continens,a,1,aps---an3i,continent continent continent,continens
21607,21607,constans,a,1,aps---an3i,constant constant constant,constans
21679,c3759,contio,n,1,n-s---fn3-,contion,contio
46118,46118,Here,n,0,n-s---fn3g,Her,Here
46131,46131,adsessorium,n,0,n-s---nn2-,adsessori,adsessorium
21680,c3774,contorqueo,v,1,v1spia--2-,contorqu contors contort,contorqueo
21681,c3783,contractio,n,1,n-s---fn3-,contraction,contractio
21683,c3787,contradico,v,1,v1spia--3-,contradic contradix contradict,contradico
21677,21677,continuo,r,1,rp--------,,continuo
21684,c3788,contradictio,n,1,n-s---fn3-,contradiction,contradictio
21685,c3790,contradictor,n,1,n-s---mn3-,contradictor,contradictor
21687,c3791,contrapositum,n,1,n-s---nn2-,contraposit,contrapositum
21688,c3798,contrarietas,n,1,n-s---fn3-,contrarietat,contrarietas
21689,c3800,contrarius,a,1,aps---mn1-,contrari contrari contrari,contrarius
21690,c3811,contrecto,v,1,v1spia--1-,contrect contrectau contrectat,contrecto
21693,c3818,contribuo,v,1,v1spia--3-,contribu contribu contribut,contribuo
21694,c3819,contributio,n,1,n-s---fn3-,contribution,contributio
21695,c3820,contrico,v,1,v1spia--1-,contric contricau contricat,contrico
21696,c3821,contrio,v,1,v1spia--4-,contr contriu contrit,contrio
21697,c3823,contristo,v,1,v1spia--1-,contrist contristau contristat,contristo
21698,c3824,contritio,n,1,n-s---fn3-,contrition,contritio
21700,c3825,controuersia,n,1,n-s---fn1-,controuersi,controuersia
21703,c3831,contrucido,v,1,v1spia--1-,contrucid contrucidau contrucidat,contrucido
21704,c3832,contrudo,v,1,v1spia--3-,contrud contrus contrus,contrudo
21682,21682,contractus,a,1,aps---mn1-,contract contract contract,contractus
21706,c3835,contubernium,n,1,n-s---nn2-,contuberni,contubernium
21708,c9826,contuitus,n,1,n-s---mn4-,contuit,contuitus
21709,c3837,contumacia,n,1,n-s---fn1-,contumaci,contumacia
21711,c3838,contumax,a,1,aps---an3-,contumac contumac contumac,contumax
21712,c3839,contumelia,n,1,n-s---fn1-,contumeli,contumelia
21715,c3845,conturbatio,n,1,n-s---fn3-,conturbation,conturbatio
21699,21699,contritus,a,1,aps---mn1-,contrit contrit contrit,contritus
21717,c3847,conturbo,v,1,v1spia--1-,conturb conturbau conturbat,conturbo
21718,c3850,contus,n,1,n-s---mn2-,cont,contus
21719,c3851,contusio,n,1,n-s---fn3-,contusion,contusio
21720,c3984,contusum,n,1,n-s---nn2-,contus,contusum
21710,21710,contumaciter,r,1,rp--------,contumac,contumaciter
21725,c3855,conualesco,v,1,v1spia--3-,conualesc conualu conualit,conualesco
21726,c3857,conuallis,n,1,n-s---fn3i,conuall,conuallis
21727,c3858,conuallo,v,1,v1spia--1-,conuall conuallau conuallat,conuallo
21728,c3860,conuaso,v,1,v1spia--1-,conuas conuasau conuasat,conuaso
21721,c3861,conubialis,a,1,aps---cn3i,conubial conubial conubial,conubialis
21722,c3862,conubium,n,1,n-s---nn2-,conubi,conubium
21729,c4841,conuector,n,1,n-s---mn3-,conuector,conuector
21731,c3869,conuello,v,1,v1spia--3-,conuell conuuls conuuls,conuello
21734,c3872,conuenio,v,1,v1spia--4-,conuen conuen conuent,conuenio
21735,c3875,conuentio,n,1,n-s---fn3-,conuention,conuentio
21723,c3940,conus,n,1,n-s---mn2-,con,conus
113053,i0309,imbracteo,v,0,v1spia--1-,imbracte - imbracteat,imbracteo
21672,c3750,contineo,v,1,v1spia--2-,contin continu content,contineo
21716,21716,conturbatus,a,1,aps---mn1-,conturbat conturbat conturbat,conturbatus
21674,c3753,continuatim,r,1,rp--------,,continuatim
21732,21732,conueniens,a,1,aps---an3i,conuenient conuenient conuenient,conueniens
46202,a0551,ademptor,n,0,n-s---mn3-,ademptor,ademptor
21740,c4848,conuersatio,n,1,n-s---fn3-,conuersation,conuersatio
21742,c3892,conuerto,v,1,v1spia--3-,conuert conuert conuers,conuerto
21743,c3895,conuestio,v,1,v1spia--4-,conuest conuestiu conuestit,conuestio
21744,c3897,conuexio,n,1,n-s---fn3-,conuexion,conuexio
21745,c3898,conuexitas,n,1,n-s---fn3-,conuexitat,conuexitas
21746,c3900,conuexus,a,1,aps---mn1-,conuex conuex conuex,conuexus
21750,c3925,conuictus,n,1,n-s---mn4-,conuict,conuictus
21752,c3910,conuinctio,n,1,n-s---fn3-,conuinction,conuinctio
21753,c3911,conuiolo,v,1,v1spia--1-,conuiol conuiolau conuiolat,conuiolo
21754,c3915,conuiso,v,1,v1spia--3-,conuis conuis conuis,conuiso
21755,c3919,conuiuator,n,1,n-s---mn3-,conuiuator,conuiuator
21756,c3923,conuiuium,n,1,n-s---nn2-,conuiui,conuiuium
21757,c3931,conuoco,v,1,v1spia--1-,conuoc conuocau conuocat,conuoco
21759,c3942,conuulsio,n,1,n-s---fn3-,conuulsion,conuulsio
21760,c3948,cooperator,n,1,n-s---mn3-,cooperator,cooperator
21761,c3949,cooperculum,n,1,n-s---nn2-,coopercul,cooperculum
21762,c3950,cooperimentum,n,1,n-s---nn2-,cooperiment,cooperimentum
21764,c3953,coopertorium,n,1,n-s---nn2-,coopertori,coopertorium
21766,c3955,coopto,v,1,v1spia--1-,coopt cooptau cooptat,coopto
21768,c3959,cophinus,n,1,n-s---mn2-,cophin,cophinus
21769,c3960,copia,n,1,n-s---fn1-,copi,copia
120000,120000,ossilegium,n,0,n-s---nn2-,ossilegi,ossilegium
21771,c6962,copiositas,n,1,n-s---fn3-,copiositat,copiositas
21772,c3964,copiosus,a,1,aps---mn1-,copios copios copios,copiosus
21773,c1053,copula,n,1,n-s---fn1-,copul,copula
21774,c3974,copulatio,n,1,n-s---fn3-,copulation,copulatio
21788,21788,corban,n,1,n-s---n---,-,corban
21777,c0229,coqua,n,1,n-s---fn1-,coqu,coqua
21778,c1161,coquina,n,1,n-s---fn1-,coquin,coquina
21780,c3986,coquino,v,1,v1spia--1-,coquin coquinau coquinat,coquino
21781,c3991,coquo,v,1,v1spia--3-,coqu cox coct,coquo
21783,c3993,cor,n,1,n-s---nn3-,cord,cor
21770,21770,copiose,r,1,rp--------,copios,copiose
21785,c4003,corallium,n,1,n-s---nn2-,coralli,corallium
21787,c4006,corax,n,1,n-s---mn3-,corac,corax
21789,c4008,corbis,n,1,n-s---mn3i,corb,corbis
21790,c4012,corbula,n,1,n-s---fn1-,corbul,corbula
21792,c4021,cordatus,a,1,aps---mn1-,cordat cordat cordat,cordatus
21775,21775,copulatus,a,1,aps---mn1-,copulat copulat copulat,copulatus
21795,c4037,corium,n,1,n-s---nn2-,cori,corium
21786,21786,coram,r,1,rp--------,,coram
21796,c4042,cornicen,n,1,n-s---mn3-,cornicin,cornicen
21738,c3879,conuenusto,v,1,v1spia--1-,conuenust conuenustau conuenustat,conuenusto
21798,c4043,cornicularius,n,1,n-s---mn2-,corniculari,cornicularius
21799,c4051,corniger,a,1,aps---mn1r,corniger corniger corniger,corniger
21791,21791,cordate,r,1,rp--------,cordat,cordate
21800,c4054,cornix,n,1,n-s---fn3-,cornic,cornix
21803,c4066,corollarium,n,1,n-s---nn2-,corollari,corollarium
21804,c4068,corona,n,1,n-s---fn1-,coron,corona
21805,c4078,corono,v,1,v1spia--1-,coron coronau coronat,corono
113054,i0310,imbractum,n,0,n-s---nn2-,imbract,imbractum
21737,c9969,conuentus,n,1,n-s---mn4-,conuent,conuentus
21794,21794,Corinthos,n,1,n-s---fn2g,Corinth,Corinthos
21832,c4164,coruus,n,1,n-s---mn2-,coru,coruus
21831,c4162,corusco,v,1,v1spia--1-,corusc coruscau coruscat,corusco
21836,c4185,cosmos,n,1,n-s---mn2g,cosm,cosmos
21813,c4102,correptio,n,1,n-s---fn3-,correption,correptio
21814,c4104,correpto,v,1,v1spia--1-,corrept correptau correptat,correpto
21815,c4111,corrigo,v,1,v1spia--3-,corrig correx correct,corrigo
21816,c4112,corripio,v,1,v1spia--3i,corrip corripu corrept,corripio
21818,c4125,corrotundo,v,1,v1spia--1-,corrotund corrotundau corrotundat,corrotundo
21819,c4130,corrumpo,v,1,v1spia--3-,corrump corrup corrupt,corrumpo
21820,c4131,corruo,v,1,v1spia--3-,corru corru corrut,corruo
21821,c4132,corruptela,n,1,n-s---fn1-,corruptel,corruptela
21822,c4134,corruptibilitas,n,1,n-s---fn3-,corruptibilitat,corruptibilitas
21823,c4136,corruptio,n,1,n-s---fn3-,corruption,corruptio
21824,c1344,corruptor,n,1,n-s---mn3-,corruptor,corruptor
21826,c4142,corsa,n,1,n-s---fn1-,cors,corsa
21809,c4091,corpus,n,0,n-s---nn3-,corpor,corpus
46194,46194,aluminium,n,0,n-s---nn2-,alumini,aluminium
46210,46210,angorio,v,0,v1spia--1-,angori angoriau angoriat,angorio
21825,21825,corruptus,a,1,aps---mn1-,corrupt corrupt corrupt,corruptus
21830,c4160,coruscatio,n,1,n-s---fn3-,coruscation,coruscatio
21837,c4205,cothurnus,n,1,n-s---mn2-,cothurn,cothurnus
21859,c4269,cratis,n,1,n-s---fn3i,crat,cratis
21839,21839,cotoneum,n,1,n-s---nn2-,cotone,cotoneum
21850,21850,crasse,r,1,rp--------,crass,crasse
21838,c4217,coticula,n,1,n-s---fn1-,coticul,coticula
21841,c4222,couinnus,n,1,n-s---mn2-,couinn,couinnus
21856,21856,crastino,r,1,rp--------,,crastino
21842,c4228,coxa,n,1,n-s---fn1-,cox,coxa
21844,c4229,crabro,n,1,n-s---mn3-,crabron,crabro
21845,c4232,crambe,n,1,n-s---fn1g,cramb,crambe
21846,c5232,cramum,n,1,n-s---nn2-,cram,cramum
21847,c4233,crapula,n,1,n-s---fn1-,crapul,crapula
21848,c4240,cras,r,1,rp--------,,cras
21851,c4247,crassesco,v,1,v1spia--3-,crassesc - -,crassesco
21852,c4251,crassities,n,1,n-s---fn5-,crassiti,crassities
21853,c4252,crassitudo,n,1,n-s---fn3-,crassitudin,crassitudo
21827,21827,Corsica,n,0,n-s---fn1-,Corsic,Corsica
21854,c4254,crasso,v,1,v1spia--1-,crass - crassat,crasso
21855,c4256,crassus,a,1,aps---mn1-,crass crass crass,crassus
21857,c4264,crater,n,1,n-s---mn3-,crater,crater
21865,21865,crebre,r,1,rp--------,crebr,crebre
21860,c4274,creatio,n,1,n-s---fn3-,creation,creatio
21861,c4275,creator,n,1,n-s---mn3-,creator,creator
21868,21868,crebriter,r,1,rp--------,crebr,crebriter
21862,c4276,creatrix,n,1,n-s---fn3-,creatric,creatrix
21863,c4299,creatura,n,1,n-s---fn1-,creatur,creatura
21864,c4277,creber,a,1,aps---mn1r,  ,creber
21867,c4282,crebritas,n,1,n-s---fn3-,crebritat,crebritas
21870,21870,crebro,r,1,rp--------,crebrius creberrime,crebro
21869,c4283,crebritudo,n,1,n-s---fn3-,crebritudin,crebritudo
21834,21834,corytos,n,1,n-s---mn2g,coryt,corytos
21806,21806,corporaliter,r,1,rp--------,,corporaliter
21872,c4288,creditor,n,1,n-s---mn3-,creditor,creditor
21873,c4284,creditum,n,1,n-s---nn2-,credit,creditum
21874,c4290,credo,v,1,v1spia--3-,cred credid credit,credo
21812,c4095,correctio,n,1,n-s---fn3-,correction,correctio
21829,c4863,cortina,n,1,n-s---fn1-,cortin,cortina
21879,c4304,cremo,v,1,v1spia--1-,crem cremau cremat,cremo
21880,c4305,cremor,n,1,n-s---mn3-,cremor,cremor
21881,c4307,creo,v,1,v1spia--1-,cre creau creat,creo
21882,c4316,crepido,n,1,n-s---fn3-,crepidin,crepido
21885,c9830,crepitus,n,1,n-s---mn4-,crepit,crepitus
21886,c4324,crepo,v,1,v1spia--1-,crep crepu crepit,crepo
21887,c4330,crepusculum,n,1,n-s---nn2-,crepuscul,crepusculum
21888,c9973,crescentia,n,1,n-s---fn1-,crescenti,crescentia
21891,c4340,cretio,n,1,n-s---fn3-,cretion,cretio
21877,c4295,crematio,n,1,n-s---fn3-,cremation,crematio
46197,a2930,arrosor,n,0,n-s---mn3-,arrosor,arrosor
21893,c4344,cribello,v,1,v1spia--1-,cribell - cribellat,cribello
21894,c4347,cribro,v,1,v1spia--1-,cribr cribrau cribrat,cribro
21895,c4348,cribrum,n,1,n-s---nn2-,cribr,cribrum
46180,b0676,bucardia,n,0,n-s---fn1-,bucardi,bucardia
21896,c4349,crimen,n,1,n-s---nn3-,crimin,crimen
21897,c4350,criminalis,a,1,aps---cn3i,criminal criminal criminal,criminalis
21898,c4351,criminatio,n,1,n-s---fn3-,crimination,criminatio
21899,c4352,criminator,n,1,n-s---mn3-,criminator,criminator
21902,c4360,crinis,n,1,n-s---mn3i,crin,crinis
21903,c4366,crisis,n,1,n-s---fn3i,cris,crisis
21904,c4369,crispico,v,1,v1spia--1-,crispic crispicau crispicat,crispico
21905,c4373,crispo,v,1,v1spia--1-,crisp crispau crispat,crispo
21906,c4375,crispus,a,1,aps---mn1-,crisp crisp crisp,crispus
21907,c4376,crista,n,1,n-s---fn1-,crist,crista
21909,c4396,crocito,v,1,v1spia--1-,crocit crocitau crocitat,crocito
21911,c4411,crocum,n,1,n-s---nn2-,croc,crocum
21912,c4420,cruciabilis,a,1,aps---cn3i,cruciabil cruciabil cruciabil,cruciabilis
21913,c4421,cruciabilitas,n,1,n-s---fn3-,cruciabilitat,cruciabilitas
21914,c4423,cruciamen,n,1,n-s---nn3-,cruciamin,cruciamen
21935,c4479,crystallum,n,1,n-s---nn2-,crystall,crystallum
21915,c4424,cruciamentum,n,1,n-s---nn2-,cruciament,cruciamentum
21916,c4426,cruciatio,n,1,n-s---fn3-,cruciation,cruciatio
21918,c4434,cruciatus,n,1,n-s---mn4-,cruciat,cruciatus
21919,c4430,crucifigo,v,1,v1spia--3-,crucifig crucifix crucifix,crucifigo
21920,c4431,crucifixio,n,1,n-s---fn3-,crucifixion,crucifixio
21921,c4433,crucio,v,1,v1spia--1-,cruci cruciau cruciat,crucio
21922,c4441,crudelitas,n,1,n-s---fn3-,crudelitat,crudelitas
21923,c4443,cruditas,n,1,n-s---fn3-,cruditat,cruditas
21926,c4449,cruento,v,1,v1spia--1-,cruent cruentau cruentat,cruento
21927,c4450,cruentus,a,1,aps---mn1-,cruent cruent cruent,cruentus
21929,c4454,cruor,n,1,n-s---mn3-,cruor,cruor
21930,c4459,crus,n,1,n-s---nn3-,crur,crus
21931,c4463,crusta,n,1,n-s---fn1-,crust,crusta
21933,c4470,crux,n,1,n-s---fn3-,cruc,crux
21936,c4485,cubiculum,n,1,n-s---nn2-,cubicul,cubiculum
46150,46150,archierosyna,n,0,n-s---fn1-,archierosyn,archierosyna
21937,c4487,cubile,n,1,n-s---nn3i,cubil,cubile
21940,c4494,cubo,v,1,v1spia--1-,cub cubau cubat,cubo
21941,c4495,cubus,n,1,n-s---mn2-,cub,cubus
21942,c4500,cuculla,n,1,n-s---fn1-,cucull,cuculla
21889,c4331,cresco,v,1,v1spia--3-,cresc creu cret,cresco
21876,c4293,credulus,a,1,aps---mn1-,credul credul credul,credulus
21908,21908,crocio,v,1,v1spia--3-,croci  ,crocio
21925,21925,cruente,r,1,rp--------,cruent,cruente
21890,21890,Creta,n,0,n-s---fn1-,Cret,Creta
120003,120003,ossosus,a,0,aps---mn1-,ossos ossos ossos,ossosus
21948,c4547,culina,n,1,n-s---fn1-,culin,culina
21964,c9821,cummi,n,1,n-s---n---,-,cummi
21949,c4556,culmen,n,1,n-s---nn3-,culmin,culmen
21951,c4562,culpa,n,1,n-s---fn1-,culp,culpa
21953,c4566,culpo,v,1,v1spia--1-,culp culpau culpat,culpo
21955,c4571,culter,n,1,n-s---mn2r,cultr,culter
21956,c4572,cultio,n,1,n-s---fn3-,cultion,cultio
21957,c4573,cultor,n,1,n-s---mn3-,cultor,cultor
21958,c9975,cultura,n,1,n-s---fn1-,cultur,cultura
21961,c4578,culus,n,1,n-s---mn2-,cul,culus
21962,c4581,cumba,n,1,n-s---fn1-,cumb,cumba
21963,c4588,cuminum,n,1,n-s---nn2-,cumin,cuminum
21965,c4597,cumprime,r,1,rp--------,,cumprime
21970,c4612,cunctamen,n,1,n-s---nn3-,cunctamin,cunctamen
21981,21981,cupienter,r,1,rp--------,,cupienter
46196,46196,bumammus,n,0,n-s---mn2-,bumamm bumamm bumamm,bumammus
21972,c4614,cunctatio,n,1,n-s---fn3-,cunctation,cunctatio
21974,c4628,cuneus,n,1,n-s---mn2-,cune,cuneus
46164,46164,circumsaeptus,a,0,aps---mn1-,circumsaept circumsaept circumsaept,circumsaeptus
21975,c4630,cunicularius,n,1,n-s---mn2-,cuniculari,cunicularius
21977,c4650,cupa,n,1,n-s---fn1-,cup,cupa
21978,c4646,cuparius,n,1,n-s---mn2-,cupari,cuparius
21980,c4651,cupidus,a,1,aps---mn1-,cupid cupid cupid,cupidus
21947,c4536,culcita,n,1,n-s---fn1-,culcit,culcita
21960,21960,cultus,a,1,aps---mn1-,cult cult cult,cultus
21982,c4656,cupio,v,1,v1spia--3i,cup cupiu cupit,cupio
21967,21967,cumulate,r,1,rp--------,cumulat,cumulate
21983,c4669,cur,r,1,rp--------,,cur
21984,c4670,cura,n,1,n-s---fn1-,cur,cura
21986,c4675,curatio,n,1,n-s---fn3-,curation,curatio
21988,c9976,curatura,n,1,n-s---fn1-,curatur,curatura
21989,c4683,curia,n,1,n-s---fn1-,curi,curia
21990,c4700,curiositas,n,1,n-s---fn3-,curiositat,curiositas
21991,c4702,curiosus,a,1,aps---mn1-,curios curios curios,curiosus
21993,c4706,curo,v,1,v1spia--1-,cur curau curat,curo
21995,c4712,curro,v,1,v1spia--3-,curr cucurr curs,curro
21968,21968,cumulatus,a,1,aps---mn1-,cumulat cumulat cumulat,cumulatus
21996,c5714,currus,n,1,n-s---mn4-,curr,currus
21997,c4717,cursim,r,1,rp--------,,cursim
21998,c4722,cursor,n,1,n-s---mn3-,cursor,cursor
21999,c9977,cursura,n,1,n-s---fn1-,cursur,cursura
22000,c9832,cursus,n,1,n-s---mn4-,curs,cursus
22001,c4726,curto,v,1,v1spia--1-,curt curtau curtat,curto
22002,c4728,curuamen,n,1,n-s---nn3-,curuamin,curuamen
22004,c4734,curuitas,n,1,n-s---fn3-,curuitat,curuitas
22005,c4736,curuo,v,1,v1spia--1-,curu curuau curuat,curuo
22006,c4737,curuor,n,1,n-s---mn3-,curuor,curuor
22007,c4738,curuus,a,1,aps---mn1-,curu curu curu,curuus
22008,c4748,cuspis,n,1,n-s---fn3-,cuspid,cuspis
22009,c4753,custodia,n,1,n-s---fn1-,custodi,custodia
22012,c4762,cutis,n,1,n-s---fn3i,cut,cutis
22014,c4781,cyclus,n,1,n-s---mn2-,cycl,cyclus
113056,i0313,imbricatim,r,0,rp--------,,imbricatim
21971,21971,cunctanter,r,1,rp--------,cunct,cunctanter
21966,c4598,cumprimis,r,1,rp--------,,cumprimis
21992,21992,curis,n,1,n-s---fn3-,curit,curis
22011,22011,custos,n,1,n-s---cn3-,custod,custos
21979,21979,Cupido,n,1,n-s---mn3-,Cupidin,Cupido
46156,c1936,circumuoluo,v,0,v1spia--3-,circumuolu circumuolu circumuolut,circumuoluo
120004,120004,ossuclum,n,0,n-s---nn2-,ossucl,ossuclum
22020,c4803,cymbium,n,1,n-s---nn2-,cymbi,cymbium
22021,c1886,cyprinus,n,1,n-s---mn2-,cyprin,cyprinus
113059,i0315,imbrico,v,1,v1spia--1-,imbric imbricau imbricat,imbrico
22023,d0004,dactylicus,a,1,aps---mn1-,dactylic dactylic dactylic,dactylicus
22024,d0011,daemon,n,1,n-s---mn3-,daemon,daemon
46145,c2311,cognitor,n,0,n-s---mn3-,cognitor,cognitor
22026,d0021,damalio,n,1,n-s---mn3-,damalion,damalio
22018,c4796,cymatium,n,1,n-s---nn2-,cymati,cymatium
22028,d0025,damma,n,1,n-s---fn1-,damm,damma
22027,22027,Damascos,n,1,n-s---fn2g,Damasc,Damascos
22030,d0035,damnifico,v,1,v1spia--1-,damnific damnificau damnificat,damnifico
22031,d0038,damno,v,1,v1spia--1-,damn damnau damnat,damno
22032,d0040,damnosus,a,1,aps---mn1-,damnos damnos damnos,damnosus
22033,d0039,damnum,n,1,n-s---nn2-,damn,damnum
22034,d0041,danista,n,1,n-s---mn1-,danist,danista
22025,22025,daemonion,n,1,n-s---nn2-,daemoni,daemonion
22038,d0067,dator,n,1,n-s---mn3-,dator,dator
22037,22037,dapsiliter,r,1,rp--------,,dapsiliter
22039,d2049,datum,n,1,n-s---nn2-,dat,datum
22041,d0080,dealbo,v,1,v1spia--1-,dealb dealbau dealbat,dealbo
22042,d0082,deambulatio,n,1,n-s---fn3-,deambulation,deambulatio
22044,d0088,dearmo,v,1,v1spia--1-,dearm dearmau dearmat,dearmo
22045,d0089,deartuo,v,1,v1spia--1-,deartu deartuau deartuat,deartuo
22046,d0092,deaurator,n,1,n-s---mn3-,deaurator,deaurator
22047,d0093,deauro,v,1,v1spia--1-,deaur deaurau deaurat,deauro
22048,d0094,debacchatio,n,1,n-s---fn3-,debacchation,debacchatio
22050,d0096,debattuo,v,1,v1spia--3-,debattu - -,debattuo
22051,d0100,debello,v,1,v1spia--1-,debell debellau debellat,debello
22052,d0101,debeo,v,1,v1spia--2-,deb debu debit,debeo
22056,d0106,debilito,v,1,v1spia--1-,debilit debilitau debilitat,debilito
22057,d0108,debitor,n,1,n-s---mn3-,debitor,debitor
22058,d0070,debitum,n,1,n-s---nn2-,debit,debitum
22059,d0130,decanto,v,1,v1spia--1-,decant decantau decantat,decanto
22060,d0131,decanus,n,1,n-s---mn2-,decan,decanus
22061,d0136,decas,n,1,n-s---fn3-,decad,decas
22065,d0168,deceptio,n,1,n-s---fn3-,deception,deceptio
22066,d9519,deceptus,n,1,n-s---mn4-,decept,deceptus
22067,d0177,decerno,v,1,v1spia--3-,decern decreu decret,decerno
22068,d0178,decerpo,v,1,v1spia--3-,decerp decerps decerpt,decerpo
22069,d0181,decertator,n,1,n-s---mn3-,decertator,decertator
22063,22063,decens,a,1,aps---an3i,decent decent decent,decens
22071,d0184,decessio,n,1,n-s---fn3-,decession,decessio
22072,d0153,decessus,n,1,n-s---mn4-,decess,decessus
22074,d0191,deciduus,a,1,aps---mn1-,decidu decidu decidu,deciduus
22075,d0196,decimatio,n,1,n-s---fn3-,decimation,decimatio
22076,d0202,decipio,v,1,v1spia--3i,decip decep decept,decipio
22077,d0203,decipula,n,1,n-s---fn1-,decipul,decipula
22078,d0205,decisio,n,1,n-s---fn3-,decision,decisio
22080,d0213,declaratio,n,1,n-s---fn3-,declaration,declaratio
22081,d0216,declaro,v,1,v1spia--1-,declar declarau declarat,declaro
22082,d0218,declinatio,n,1,n-s---fn3-,declination,declinatio
22017,c4790,cylindrus,n,1,n-s---mn2-,cylindr,cylindrus
22022,22022,Cypros,n,1,n-s---fn2g,Cypr,Cypros
46163,c2676,comminator,n,0,n-s---mn3-,comminator,comminator
46179,c2691,commissoria,n,0,n-s---fn1-,commissori,commissoria
22133,d0371,defingo,v,1,v1spia--3-,defing definx defict,defingo
119984,o1072,oscinus,a,0,aps---mn1-,oscin oscin oscin,oscinus
22135,d0372,definio,v,1,v1spia--4-,defin defini definit,definio
120008,120008,ostensiuus,a,0,aps---mn1-,ostensiu ostensiu ostensiu,ostensiuus
22137,d0373,definitio,n,1,n-s---fn3-,definition,definitio
22140,d0381,deflammo,v,1,v1spia--1-,deflamm deflammau deflammat,deflammo
22141,d0382,deflecto,v,1,v1spia--3-,deflect deflex deflex,deflecto
22142,d9523,deflexus,n,1,n-s---mn4-,deflex,deflexus
22143,d0388,defloratio,n,1,n-s---fn3-,defloration,defloratio
22084,d0222,decliuitas,n,1,n-s---fn3-,decliuitat,decliuitas
22085,d0227,decollatio,n,1,n-s---fn3-,decollation,decollatio
22087,d0232,decoloro,v,1,v1spia--1-,decolor decolorau decolorat,decoloro
22089,d0238,decoquo,v,1,v1spia--3-,decoqu decox decoct,decoquo
22090,d0239,decorus,a,1,aps---mn1-,decor decor decor,decorus
22091,d0251,decrementum,n,1,n-s---nn2-,decrement,decrementum
22092,d0254,decresco,v,1,v1spia--3-,decresc decreu decret,decresco
22093,d0257,decretio,n,1,n-s---fn3-,decretion,decretio
22095,d0173,decretum,n,1,n-s---nn2-,decret,decretum
46177,c2772,compaganus,n,0,n-s---mn2-,compagan,compaganus
22096,d0280,decursio,n,1,n-s---fn3-,decursion,decursio
22131,d0365,deferuesco,v,1,v1spia--3-,deferuesc - -,deferuesco
22145,d0391,defloro,v,1,v1spia--1-,deflor deflorau deflorat,defloro
22097,d0290,decursus,n,1,n-s---mn4-,decurs,decursus
22098,d0283,decurto,v,1,v1spia--1-,decurt decurtau decurtat,decurto
22100,d0287,decussatio,n,1,n-s---fn3-,decussation,decussatio
22101,d0295,decutio,v,1,v1spia--3i,decut decuss decuss,decutio
22103,d0301,dedecoratio,n,1,n-s---fn3-,dedecoration,dedecoratio
